item_id,pedido_id,produto_id,quantidade,preco_unitario,desconto_percentual,custo_unitario
667,370,11,1,191.32,0.1047,139.55
668,371,8,1,66.07,0.0775,43.6
669,371,5,1,272.49,0.0791,185.65
670,372,5,1,233.56,0.0856,185.65
671,372,2,2,322.53,0.0572,137.72
672,373,35,1,130.82,0.2112,79.44
673,374,35,1,113.76,0.2245,79.44
674,375,27,1,176.37,0.0407,88.49
675,375,5,2,201.84,0.1092,185.65
676,376,17,1,206.32,0.313,127.08
677,377,23,1,76.98,0.1905,43.89
678,377,40,1,115.67,0.1039,53.25
679,377,43,1,392.82,0.09,182.69
680,377,31,1,81.16,0.09,39.52
681,378,27,1,167.97,0.0475,88.49
682,379,41,1,392.59,0.0836,180.53
683,380,13,1,113.88,0.2123,77.45
684,380,27,1,192.75,0.2105,88.49
685,381,15,1,48.15,0.04,22.05
686,382,17,1,237.27,0.3364,127.08
687,382,4,2,312.39,0.1995,160.15
688,383,3,1,36.49,0.0307,26.91
689,384,15,1,40.93,0.0343,22.05
690,384,31,1,68.99,0.074,39.52
691,385,21,2,133.31,0.0865,94.68
692,386,9,2,143.42,0.167,108.49
693,387,20,1,84.76,0.1686,55.18
694,388,5,1,221.06,0.2382,185.65
695,388,38,1,89.99,0.1956,48.05
696,389,13,1,89.32,0.0855,77.45
697,389,5,2,173.01,0.0961,185.65
698,390,5,1,192.23,0.1049,185.65
699,390,1,1,121.57,0.1297,91.78
700,390,34,1,68.27,0.0329,37.12
701,391,10,1,274.31,0.0558,120.42
702,392,51,1,306.97,0.1834,201.19
703,392,30,2,268.55,0.2188,145.7
704,393,4,2,244.48,0.0619,160.15
705,393,32,1,244.69,0.0621,130.06
706,394,37,1,106.5,0.0921,61.9
707,394,6,2,75.96,0.0348,52.6
708,395,52,3,309.94,0.0515,115.34
709,396,6,3,56.27,0.0855,52.6
710,397,5,1,233.56,0.0493,185.65
711,397,1,1,147.71,0.1707,91.78
712,397,7,1,169.61,0.0526,103.55
713,397,42,1,60.49,0.0884,37.56
714,398,23,1,48.47,0.1895,43.89
715,399,5,2,201.84,0.091,185.65
716,399,8,1,48.94,0.1064,43.6
717,400,1,2,196.94,0.3064,91.78
718,400,21,1,205.68,0.2235,94.68
719,400,12,3,559.29,0.2143,209.52
720,401,4,3,230.9,0.0731,160.15
721,401,16,1,234.62,0.0396,150.82
722,402,7,1,188.46,0.1757,103.55
723,403,21,3,114.26,0.0373,94.68
724,403,36,1,82.86,0.0945,66.1
725,404,36,1,105.65,0.1676,66.1
726,405,23,1,48.47,0.1455,43.89
727,405,14,1,115.33,0.0842,105.23
728,405,45,1,45.92,0.0762,39.57
729,405,15,1,30.32,0.0453,22.05
730,406,41,2,333.7,0.2185,180.53
731,406,52,1,219.54,0.1685,115.34
732,406,48,1,169.67,0.2383,66.62
733,407,38,1,121.48,0.0559,48.05
734,407,17,1,237.27,0.1581,127.08
735,407,1,2,188.74,0.1206,91.78
736,407,11,1,282.88,0.0562,139.55
737,408,48,1,147.86,0.063,66.62
738,408,52,2,191.32,0.0501,115.34
739,408,1,3,121.57,0.1988,91.78
740,409,4,1,285.23,0.1409,160.15
741,409,42,1,70.58,0.0831,37.56
742,409,21,1,179.97,0.0813,94.68
743,410,1,1,172.33,0.1993,91.78
744,411,23,1,80.83,0.3251,43.89
745,411,7,3,197.88,0.2207,103.55
746,412,37,1,95.85,0.2157,61.9
747,412,45,1,65.63,0.1953,39.57
748,412,21,1,154.26,0.226,94.68
749,413,16,1,234.62,0.0568,150.82
750,413,8,1,53.48,0.0761,43.6
751,414,44,1,150.35,0.1758,119.7
752,415,38,2,66.51,0.0795,48.05
753,415,18,1,408.21,0.0425,173.9
754,416,17,1,137.55,0.2057,127.08
755,416,23,1,51.32,0.1981,43.89
756,417,27,1,176.37,0.182,88.49
757,418,4,1,325.98,0.1119,160.15
758,419,14,1,122.11,0.1026,105.23
759,419,20,1,62.78,0.0927,55.18
760,420,17,1,216.64,0.3317,127.08
761,420,6,1,79.76,0.2198,52.6
762,421,36,2,78.26,0.0891,66.1
763,421,47,1,125.66,0.0975,89.54
764,422,23,1,80.83,0.1622,43.89
765,423,36,1,105.65,0.0445,66.1
766,423,38,2,89.79,0.0408,48.05
767,423,5,1,220.58,0.1051,185.65
768,423,23,1,65.43,0.238,43.89
769,424,47,1,169.65,0.0821,89.54
770,424,8,2,53.48,0.085,43.6
771,425,17,1,247.58,0.134,127.08
772,426,12,2,419.47,0.1977,209.52
773,426,5,2,233.56,0.2069,185.65
774,427,31,1,93.34,0.1924,39.52
775,428,21,1,107.92,0.0462,94.68
776,429,12,1,345.24,0.0516,209.52
777,430,44,1,225.53,0.1026,119.7
778,430,1,2,164.12,0.1799,91.78
779,431,5,1,259.51,0.0596,185.65
780,431,21,1,171.4,0.0639,94.68
781,432,44,1,200.47,0.2389,119.7
782,433,52,1,258.28,0.0958,115.34
783,433,41,1,392.59,0.091,180.53
784,434,36,1,105.88,0.1758,66.1
785,435,21,3,179.97,0.2369,94.68
786,435,52,1,271.2,0.1737,115.34
787,435,1,1,172.33,0.2452,91.78
788,435,47,1,209.56,0.201,89.54
789,436,53,1,366.23,0.0633,152.79
790,436,46,1,181.19,0.0548,81.26
791,436,15,1,55.38,0.0719,22.05
792,437,17,1,129.91,0.1952,127.08
793,437,19,2,319.82,0.0925,137.57
794,437,13,2,84.35,0.0739,77.45
795,438,2,1,225.64,0.2321,137.72
796,439,6,1,47.83,0.1722,52.6
797,439,32,2,171.18,0.2008,130.06
798,440,7,2,146.58,0.1625,103.55
799,441,50,2,134.54,0.0484,118.05
800,442,41,2,261.73,0.1702,180.53
801,443,52,1,162.62,0.0918,115.34
802,444,20,2,59.3,0.0507,55.18
803,445,29,1,112.51,0.0796,78.75
804,445,5,1,201.84,0.0369,185.65
805,446,15,1,30.32,0.0974,22.05
806,447,26,2,412.57,0.1794,164.45
807,448,17,1,175.37,0.1583,127.08
808,448,53,2,270.7,0.0927,152.79
809,448,29,2,122.95,0.0879,78.75
810,449,47,3,133.06,0.1451,89.54
811,449,5,2,173.01,0.1137,185.65
812,449,42,1,44.81,0.0706,37.56
813,450,49,1,125.0,0.186,73.39
814,451,36,1,142.94,0.0686,66.1
815,451,39,1,598.55,0.0963,144.85
816,451,45,1,83.87,0.0757,39.57
817,451,6,1,87.36,0.0331,52.6
818,452,17,2,206.32,0.1689,127.08
819,453,41,1,451.48,0.1772,180.53
820,454,1,1,103.33,0.2224,91.78
821,454,25,1,21.53,0.1224,16.13
822,454,6,3,47.83,0.132,52.6
823,455,8,1,41.95,0.2155,43.6
824,456,35,2,119.45,0.0851,79.44
825,457,5,2,173.01,0.1049,185.65
826,457,49,1,83.33,0.0972,73.39
827,457,47,1,133.06,0.1163,89.54
828,457,23,1,51.32,0.2107,43.89
829,458,32,1,244.69,0.2297,130.06
830,459,43,1,349.18,0.2176,182.69
831,460,32,1,231.1,0.2014,130.06
832,461,6,1,64.57,0.1038,52.6
833,462,46,2,141.8,0.0638,81.26
834,463,12,1,489.38,0.1711,209.52
835,463,38,1,110.92,0.2384,48.05
836,464,23,1,57.02,0.2726,43.89
837,464,38,3,78.25,0.224,48.05
838,464,5,1,192.23,0.1994,185.65
839,465,49,1,131.25,0.2316,73.39
840,465,45,1,76.57,0.2369,39.57
841,465,46,1,165.44,0.2081,81.26
842,465,20,2,98.88,0.236,55.18
843,466,21,1,114.26,0.1924,94.68
844,467,24,1,386.28,0.1997,217.31
845,467,21,1,145.69,0.1701,94.68
846,468,50,2,127.07,0.0983,118.05
847,469,7,2,118.66,0.2051,103.55
848,470,50,2,242.17,0.2323,118.05
849,471,49,1,97.22,0.0681,73.39
850,471,17,3,160.47,0.1411,127.08
851,472,12,1,396.16,0.1029,209.52
852,473,18,1,480.25,0.0779,173.9
853,473,8,2,46.61,0.0879,43.6
854,474,23,1,80.83,0.1285,43.89
855,474,5,1,272.49,0.0866,185.65
856,474,7,1,197.88,0.0774,103.55
857,475,22,1,178.47,0.0949,88.13
858,475,34,1,68.27,0.0537,37.12
859,476,24,1,302.97,0.1664,217.31
860,477,16,1,235.13,0.0731,150.82
861,477,6,1,64.71,0.1059,52.6
862,477,23,2,65.57,0.2201,43.89
863,478,5,1,163.4,0.188,185.65
864,478,13,2,84.35,0.1894,77.45
865,479,49,2,125.0,0.0466,73.39
866,480,30,3,210.63,0.0548,145.7
867,481,45,1,45.92,0.2301,39.57
868,481,5,1,163.4,0.1663,185.65
869,482,6,1,64.57,0.0704,52.6
870,483,31,1,51.1,0.1624,39.52
871,483,48,1,125.68,0.2389,66.62
872,484,27,2,272.11,0.0375,88.49
873,485,9,1,239.17,0.1786,108.49
874,485,5,1,272.49,0.1759,185.65
875,486,17,2,216.64,0.2781,127.08
876,486,42,1,70.58,0.218,37.56
877,486,6,1,79.76,0.1601,52.6
878,487,35,1,130.54,0.1751,79.44
879,487,11,2,209.09,0.1805,139.55
880,487,18,1,551.09,0.2297,173.9
881,487,30,1,268.55,0.1873,145.7
882,488,36,1,78.26,0.0435,66.1
883,489,5,2,220.58,0.1685,185.65
884,489,1,1,139.5,0.2618,91.78
885,490,6,1,87.36,0.0792,52.6
886,490,4,1,312.39,0.106,160.15
887,491,50,1,127.07,0.0544,118.05
888,492,43,3,333.9,0.0438,182.69
889,492,8,1,53.48,0.0884,43.6
890,492,13,3,113.88,0.0425,77.45
891,492,20,1,80.05,0.0481,55.18
892,493,5,1,173.01,0.0661,185.65
893,493,3,2,38.64,0.0378,26.91
894,493,15,2,32.1,0.057,22.05
895,494,43,1,353.54,0.0868,182.69
896,494,27,1,204.08,0.0651,88.49
897,494,8,2,56.63,0.0692,43.6
898,495,5,3,259.51,0.0624,185.65
899,496,35,2,119.45,0.0352,79.44
900,496,5,1,201.84,0.045,185.65
901,497,51,2,227.38,0.0865,201.19
902,498,35,1,136.51,0.1232,79.44
903,499,5,1,298.44,0.0838,185.65
904,500,6,1,47.83,0.051,52.6
905,500,31,1,51.1,0.0544,39.52
906,500,42,2,42.32,0.0338,37.56
907,500,25,1,21.53,0.0865,16.13
908,501,1,2,103.33,0.1768,91.78
909,501,11,1,154.88,0.0538,139.55
910,502,37,1,127.8,0.0947,61.9
911,503,45,1,48.62,0.0381,39.57
912,504,35,1,161.25,0.2373,79.44
913,504,36,2,130.51,0.1764,66.1
914,505,23,1,80.83,0.3227,43.89
915,505,30,1,331.74,0.2014,145.7
916,506,39,1,546.5,0.1088,144.85
917,507,38,1,105.64,0.0913,48.05
918,507,52,1,258.28,0.0441,115.34
919,508,35,3,138.22,0.0734,79.44
920,509,8,1,72.36,0.2059,43.6
921,510,40,1,138.8,0.1489,53.25
922,510,37,1,127.8,0.079,61.9
923,511,45,3,76.57,0.2384,39.57
924,511,20,2,98.88,0.206,55.18
925,512,5,2,220.58,0.0987,185.65
926,513,14,1,192.33,0.2378,105.23
927,513,28,1,275.8,0.2059,142.78
928,513,22,2,252.98,0.1985,88.13
929,514,34,1,61.44,0.2329,37.12
930,514,1,1,109.41,0.2887,91.78
931,514,17,1,137.55,0.2867,127.08
932,515,8,1,41.95,0.1142,43.6
933,516,17,1,160.47,0.3316,127.08
934,516,20,3,73.25,0.2328,55.18
935,517,6,1,59.08,0.1947,52.6
936,518,39,1,442.41,0.1085,144.85
937,518,10,2,202.75,0.1062,120.42
938,519,32,1,171.18,0.0503,130.06
939,520,17,2,129.91,0.2222,127.08
940,520,11,2,154.88,0.0916,139.55
941,520,36,2,78.26,0.03,66.1
942,521,49,1,150.0,0.0612,73.39
943,521,37,1,127.8,0.0793,61.9
944,521,44,1,270.64,0.0764,119.7
945,522,42,2,77.3,0.1018,37.56
946,522,5,3,298.44,0.0618,185.65
947,523,28,1,194.57,0.08,142.78
948,523,21,1,126.96,0.0748,94.68
949,524,46,1,134.22,0.1088,81.26
950,524,31,2,69.14,0.1016,39.52
951,524,32,1,231.6,0.0576,130.06
952,525,31,2,51.1,0.2308,39.52
953,526,3,1,66.65,0.0484,26.91
954,527,10,1,176.69,0.0462,120.42
955,527,52,1,191.32,0.0345,115.34
956,528,17,1,129.91,0.2995,127.08
957,528,8,1,39.62,0.1986,43.6
958,528,10,1,150.19,0.2033,120.42
959,528,26,1,216.47,0.2107,164.45
960,529,38,1,89.79,0.05,48.05
961,530,30,1,284.35,0.0732,145.7
962,531,30,2,284.35,0.1327,145.7
963,532,7,2,226.15,0.0967,103.55
964,533,19,1,319.82,0.0711,137.57
965,533,23,1,48.47,0.128,43.89
966,534,21,2,205.68,0.0436,94.68
967,534,44,1,270.64,0.0804,119.7
968,535,10,1,250.46,0.1728,120.42
969,536,46,1,133.92,0.0433,81.26
970,536,52,2,219.54,0.0533,115.34
971,536,35,1,130.54,0.0491,79.44
972,537,15,1,48.15,0.1218,22.05
973,538,22,1,214.16,0.0781,88.13
974,539,7,1,197.88,0.177,103.55
975,539,46,1,165.44,0.1843,81.26
976,540,15,3,37.45,0.0771,22.05
977,540,17,3,160.47,0.2196,127.08
978,541,45,2,62.12,0.0957,39.57
979,541,13,1,114.13,0.1098,77.45
980,541,3,1,49.37,0.0879,26.91
981,541,44,2,192.12,0.0489,119.7
982,542,7,1,167.52,0.2042,103.55
983,542,35,1,136.51,0.2364,79.44
984,543,3,1,69.55,0.2334,26.91
985,544,52,1,258.28,0.1094,115.34
986,544,45,1,72.93,0.0861,39.57
987,544,7,1,188.46,0.1312,103.55
988,545,12,1,345.24,0.0577,209.52
989,546,3,2,36.49,0.074,26.91
990,546,8,2,39.62,0.1227,43.6
991,547,41,3,451.48,0.0978,180.53
992,547,20,1,108.3,0.062,55.18
993,548,8,1,39.62,0.2088,43.6
994,549,5,1,311.41,0.2029,185.65
995,550,32,1,201.39,0.1715,130.06
996,550,53,2,235.9,0.2345,152.79
997,550,36,1,92.07,0.1875,66.1
998,550,14,1,135.68,0.1812,105.23
999,551,12,1,293.45,0.2065,209.52
1000,551,9,1,143.42,0.194,108.49
1001,551,8,1,39.62,0.1616,43.6
1002,552,43,1,290.98,0.1969,182.69
1003,552,33,2,170.97,0.1861,122.16
1004,553,1,1,103.33,0.1702,91.78
1005,553,49,1,78.7,0.081,73.39
1006,553,30,1,198.93,0.0833,145.7
1007,554,40,1,72.83,0.1962,53.25
1008,555,11,1,245.98,0.2289,139.55
1009,556,17,1,206.32,0.1986,127.08
1010,556,35,1,153.58,0.0542,79.44
1011,556,45,2,72.93,0.0569,39.57
1012,557,32,1,326.25,0.0696,130.06
1013,558,1,1,121.57,0.1202,91.78
1014,558,26,3,254.67,0.0717,164.45
1015,559,7,1,197.88,0.1959,103.55
1016,560,4,2,211.28,0.0942,160.15
1017,561,33,1,242.35,0.2051,122.16
1018,562,10,1,185.52,0.2313,120.42
1019,563,1,1,121.57,0.1317,91.78
1020,563,5,1,192.23,0.0871,185.65
1021,564,38,1,78.25,0.1015,48.05
1022,564,8,1,46.61,0.1056,43.6
1023,565,36,2,111.87,0.0872,66.1
1024,566,6,2,64.57,0.0791,52.6
1025,566,1,1,139.5,0.1566,91.78
1026,566,40,3,98.32,0.0498,53.25
1027,567,50,1,127.07,0.1406,118.05
1028,568,4,1,181.1,0.1366,160.15
1029,569,8,1,75.51,0.1893,43.6
1030,569,13,3,160.77,0.1863,77.45
1031,569,50,1,242.17,0.2397,118.05
1032,570,29,1,96.44,0.0921,78.75
1033,570,13,1,89.32,0.048,77.45
1034,571,31,1,60.12,0.08,39.52
1035,572,13,1,120.58,0.0678,77.45
1036,572,21,1,154.26,0.0647,94.68
1037,573,22,1,252.98,0.0476,88.13
1038,573,47,1,209.56,0.0873,89.54
1039,573,35,1,161.25,0.0929,79.44
1040,573,36,1,130.51,0.0955,66.1
1041,574,23,3,80.83,0.1905,43.89
1042,575,8,3,53.6,0.2108,43.6
1043,576,22,3,289.12,0.1381,88.13
1044,576,1,1,196.94,0.1744,91.78
1045,577,45,1,72.93,0.2284,39.57
1046,577,9,1,227.79,0.2311,108.49
1047,578,38,1,66.51,0.1145,48.05
1048,579,43,1,353.54,0.237,182.69
1049,580,42,1,80.66,0.1384,37.56
1050,581,41,1,305.35,0.054,180.53
1051,581,32,1,211.46,0.0818,130.06
1052,581,24,3,353.46,0.0423,217.31
1053,581,40,1,89.96,0.0647,53.25
1054,582,28,1,233.48,0.22,142.78
1055,582,12,1,414.29,0.2268,209.52
1056,583,28,2,223.27,0.1985,142.78
1057,584,47,3,209.56,0.188,89.54
1058,585,43,1,451.75,0.1916,182.69
1059,586,5,1,298.44,0.1727,185.65
1060,586,15,3,55.38,0.1602,22.05
1061,587,6,1,67.52,0.0334,52.6
1062,588,38,2,78.25,0.207,48.05
1063,588,23,2,57.02,0.309,43.89
1064,589,45,1,45.92,0.1973,39.57
1065,590,44,1,202.98,0.1675,119.7
1066,591,30,1,315.94,0.0355,145.7
1067,592,5,1,311.41,0.1707,185.65
1068,593,8,2,62.92,0.1639,43.6
1069,594,51,1,321.01,0.0895,201.19
1070,594,17,1,183.4,0.1227,127.08
1071,594,40,1,102.82,0.0705,53.25
1072,594,1,1,145.88,0.1687,91.78
1073,595,4,3,230.9,0.0358,160.15
1074,596,17,3,160.47,0.1917,127.08
1075,596,5,3,201.84,0.0595,185.65
1076,596,42,1,52.28,0.0328,37.56
1077,596,16,2,214.68,0.0813,150.82
1078,597,5,2,192.23,0.0851,185.65
1079,597,10,3,176.69,0.0914,120.42
1080,598,41,1,247.19,0.1792,180.53
1081,598,5,1,163.4,0.1743,185.65
1082,598,37,2,67.06,0.1638,61.9
1083,599,17,1,237.27,0.1652,127.08
1084,599,30,1,363.33,0.0598,145.7
1085,600,12,1,419.47,0.2028,209.52
1086,601,43,1,353.54,0.069,182.69
1087,602,5,2,201.84,0.2129,185.65
1088,603,21,1,179.97,0.0517,94.68
1089,604,25,1,35.91,0.2035,16.13
1090,604,1,1,172.33,0.2666,91.78
1091,604,19,1,533.35,0.1875,137.57
1092,605,26,1,360.99,0.0327,164.45
1093,605,14,2,192.33,0.0737,105.23
1094,605,42,1,70.58,0.0501,37.56
1095,606,45,1,72.93,0.0335,39.57
1096,607,12,1,414.29,0.0743,209.52
1097,607,17,2,183.4,0.1139,127.08
1098,607,35,1,136.51,0.0405,79.44
1099,607,27,1,201.56,0.0471,88.49
1100,608,50,2,127.07,0.0782,118.05
1101,608,49,1,78.7,0.0585,73.39
1102,609,5,2,259.51,0.0322,185.65
1103,610,37,2,111.83,0.2008,61.9
1104,610,47,2,209.56,0.2241,89.54
1105,611,16,2,173.79,0.1074,150.82
1106,611,31,1,51.1,0.033,39.52
1107,611,1,1,103.33,0.121,91.78
1108,611,5,2,163.4,0.105,185.65
1109,612,8,1,39.62,0.1006,43.6
1110,613,3,3,45.08,0.0626,26.91
1111,613,42,1,52.28,0.0436,37.56
1112,614,43,1,247.33,0.0454,182.69
1113,615,48,1,239.53,0.2206,66.62
1114,616,33,1,145.32,0.198,122.16
1115,617,5,1,173.01,0.0968,185.65
1116,618,1,3,188.74,0.1292,91.78
1117,618,16,1,317.42,0.0924,150.82
1118,619,44,2,200.47,0.1724,119.7
1119,619,16,2,245.35,0.2032,150.82
1120,620,24,2,409.01,0.124,217.31
1121,621,51,1,227.38,0.0389,201.19
1122,622,22,1,178.47,0.2345,88.13
1123,622,30,1,234.03,0.1918,145.7
1124,623,41,1,333.7,0.1869,180.53
1125,623,35,1,130.54,0.2061,79.44
1126,624,31,1,68.99,0.2195,39.52
1127,625,25,2,29.07,0.0398,16.13
1128,625,45,2,61.99,0.0631,39.57
1129,626,41,1,334.43,0.0729,180.53
1130,626,23,2,65.57,0.2076,43.89
1131,626,36,1,105.88,0.0944,66.1
1132,627,45,1,83.87,0.0623,39.57
1133,628,8,1,48.94,0.1855,43.6
1134,628,48,1,155.25,0.2163,66.62
1135,629,13,1,99.24,0.0619,77.45
1136,629,6,1,56.27,0.0535,52.6
1137,629,49,2,92.59,0.0356,73.39
1138,630,35,1,153.58,0.2091,79.44
1139,630,46,1,157.56,0.1985,81.26
1140,630,11,1,245.98,0.2389,139.55
1141,631,14,1,155.69,0.1061,105.23
1142,632,40,1,102.82,0.0759,53.25
1143,632,39,2,462.65,0.085,144.85
1144,633,5,1,192.23,0.0702,185.65
1145,634,39,1,520.48,0.0568,144.85
1146,634,49,1,125.0,0.1042,73.39
1147,635,28,2,262.67,0.1694,142.78
1148,636,5,2,163.4,0.1995,185.65
1149,637,35,1,153.58,0.0816,79.44
1150,638,46,2,133.92,0.0329,81.26
1151,639,25,1,34.2,0.0645,16.13
1152,640,6,1,47.83,0.238,52.6
1153,641,53,1,247.7,0.0676,152.79
1154,642,53,3,286.62,0.1692,152.79
1155,643,12,2,396.16,0.0756,209.52
1156,644,8,2,53.48,0.0459,43.6
1157,645,5,1,233.56,0.0648,185.65
1158,646,46,1,116.71,0.2026,81.26
1159,646,38,1,78.25,0.2234,48.05
1160,646,25,2,25.33,0.2328,16.13
1161,647,30,1,315.94,0.0466,145.7
1162,647,53,1,318.47,0.086,152.79
1163,648,36,1,130.51,0.1795,66.1
1164,649,19,1,451.51,0.1149,137.57
1165,650,36,2,130.51,0.0877,66.1
1166,650,7,2,197.88,0.0793,103.55
1167,650,5,1,272.49,0.0392,185.65
1168,650,17,1,216.64,0.1675,127.08
1169,651,45,1,54.02,0.1114,39.57
1170,652,21,1,197.11,0.0403,94.68
1171,653,5,2,163.4,0.0843,185.65
1172,653,3,3,36.49,0.0709,26.91
1173,653,35,2,96.7,0.1074,79.44
1174,653,43,2,247.33,0.0548,182.69
1175,654,45,2,65.63,0.0645,39.57
1176,654,14,1,164.85,0.0323,105.23
1177,655,16,1,184.01,0.0848,150.82
1178,655,1,2,109.41,0.1869,91.78
1179,656,5,2,311.41,0.0721,185.65
1180,656,6,2,91.16,0.0392,52.6
1181,657,47,1,155.23,0.0945,89.54
1182,657,12,1,362.5,0.0708,209.52
1183,657,35,1,119.45,0.0321,79.44
1184,658,9,2,239.17,0.0902,108.49
1185,659,5,1,221.06,0.0719,185.65
1186,660,6,1,47.83,0.0325,52.6
1187,660,5,1,163.4,0.0621,185.65
1188,661,6,2,64.57,0.0765,52.6
1189,661,25,1,29.07,0.0341,16.13
1190,661,1,1,139.5,0.1304,91.78
1191,662,45,1,61.99,0.232,39.57
1192,662,13,1,113.88,0.188,77.45
1193,663,41,2,333.7,0.0579,180.53
1194,663,40,1,98.32,0.0776,53.25
1195,664,11,2,163.99,0.2269,139.55
1196,664,7,1,125.64,0.1628,103.55
1197,665,5,2,221.06,0.2189,185.65
1198,665,50,1,171.91,0.1939,118.05
1199,666,25,1,39.32,0.0791,16.13
1200,666,7,2,216.73,0.0903,103.55
1201,667,41,2,353.33,0.0715,180.53
1202,667,25,1,30.78,0.065,16.13
1203,668,51,2,433.37,0.2331,201.19
1204,669,46,1,133.92,0.0717,81.26
1205,669,39,2,442.41,0.0693,144.85
1206,669,36,1,105.65,0.0304,66.1
1207,669,8,1,53.48,0.074,43.6
1208,670,8,3,62.92,0.0389,43.6
1209,670,29,1,144.65,0.0678,78.75
1210,671,5,1,233.56,0.2376,185.65
1211,671,2,1,322.53,0.2223,137.72
1212,671,6,2,68.37,0.2028,52.6
1213,672,17,2,137.55,0.1891,127.08
1214,673,4,2,211.28,0.0952,160.15
1215,674,38,1,110.92,0.0309,48.05
1216,674,9,1,239.17,0.0628,108.49
1217,675,20,3,84.76,0.1011,55.18
1218,676,6,1,68.37,0.2376,52.6
1219,677,3,1,49.37,0.0773,26.91
1220,677,5,1,221.06,0.1251,185.65
1221,678,20,1,59.3,0.2232,55.18
1222,678,41,1,247.19,0.1755,180.53
1223,679,20,1,83.71,0.1861,55.18
1224,679,40,1,102.82,0.1998,53.25
1225,679,17,1,183.4,0.326,127.08
1226,680,34,2,58.03,0.1673,37.12
1227,680,30,1,198.93,0.2041,145.7
1228,680,1,1,103.33,0.2825,91.78
1229,681,27,2,167.97,0.0303,88.49
1230,682,26,1,360.99,0.0396,164.45
1231,683,39,3,462.65,0.0648,144.85
1232,683,14,1,162.82,0.0673,105.23
1233,684,17,1,137.55,0.1539,127.08
1234,685,26,2,360.99,0.1634,164.45
1235,686,31,1,93.34,0.1879,39.52
1236,686,39,1,598.55,0.2205,144.85
1237,686,17,1,237.27,0.2671,127.08
1238,687,4,2,231.4,0.1769,160.15
1239,688,6,1,56.27,0.0601,52.6
1240,689,53,2,235.9,0.0357,152.79
1241,690,1,1,172.33,0.148,91.78
1242,690,30,1,331.74,0.0451,145.7
1243,691,49,1,78.7,0.0505,73.39
1244,692,29,1,166.35,0.211,78.75
1245,692,23,2,88.52,0.3258,43.89
1246,693,5,2,173.01,0.0788,185.65
1247,693,51,1,240.76,0.1176,201.19
1248,694,42,1,57.13,0.1767,37.56
1249,694,6,2,64.57,0.2358,52.6
1250,695,17,1,129.91,0.156,127.08
1251,695,25,1,21.53,0.0611,16.13
1252,696,8,1,75.51,0.1427,43.6
1253,697,47,1,177.41,0.0891,89.54
1254,698,8,1,75.51,0.0368,43.6
1255,698,5,1,311.41,0.0984,185.65
1256,698,3,1,69.55,0.0356,26.91
1257,698,7,1,226.15,0.0349,103.55
1258,699,32,1,201.39,0.0577,130.06
1259,699,31,2,60.12,0.0907,39.52
1260,700,9,2,261.95,0.1797,108.49
1261,700,38,2,121.48,0.2198,48.05
1262,701,7,1,118.66,0.0757,103.55
1263,701,53,1,200.52,0.0401,152.79
1264,702,5,1,272.49,0.204,185.65
1265,703,36,1,78.26,0.0562,66.1
1266,703,5,1,163.4,0.0613,185.65
1267,704,1,1,121.57,0.3194,91.78
1268,705,36,1,142.94,0.0834,66.1
1269,705,40,1,133.02,0.0591,53.25
1270,705,32,2,312.66,0.0539,130.06
1271,706,29,1,130.19,0.0674,78.75
1272,706,6,1,68.37,0.0443,52.6
1273,707,34,1,78.34,0.0644,37.12
1274,708,21,1,197.11,0.0346,94.68
1275,708,33,1,265.43,0.0342,122.16
1276,708,17,2,237.27,0.1878,127.08
1277,709,40,3,133.02,0.0642,53.25
1278,710,13,1,120.58,0.0599,77.45
1279,711,40,1,133.02,0.073,53.25
1280,711,24,1,522.62,0.0942,217.31
1281,711,50,1,232.08,0.0401,118.05
1282,711,5,1,298.44,0.0571,185.65
1283,712,44,1,150.35,0.0884,119.7
1284,713,47,1,209.56,0.1837,89.54
1285,713,30,1,331.74,0.2293,145.7
1286,714,5,1,173.01,0.0386,185.65
1287,714,52,1,172.19,0.0999,115.34
1288,715,32,1,285.47,0.0534,130.06
1289,715,12,1,489.38,0.0912,209.52
1290,716,8,1,56.63,0.04,43.6
1291,716,29,1,130.19,0.0752,78.75
1292,716,16,2,248.42,0.0933,150.82
1293,717,33,1,196.19,0.2205,122.16
1294,718,5,2,192.23,0.0756,185.65
1295,719,26,2,360.99,0.2356,164.45
1296,719,51,1,379.2,0.2295,201.19
1297,720,23,1,65.43,0.2009,43.89
1298,721,5,1,259.51,0.1052,185.65
1299,722,34,3,68.27,0.1073,37.12
1300,723,44,1,270.64,0.1082,119.7
1301,723,24,1,545.34,0.0993,217.31
1302,724,8,1,39.62,0.0959,43.6
1303,724,20,1,59.3,0.1302,55.18
1304,725,25,3,41.03,0.2015,16.13
1305,726,5,1,192.23,0.0724,185.65
1306,726,15,2,35.67,0.1056,22.05
1307,726,22,1,178.47,0.0517,88.13
1308,727,9,1,168.73,0.2206,108.49
1309,727,42,1,49.79,0.182,37.56
1310,727,13,1,99.24,0.238,77.45
1311,728,38,2,82.16,0.1615,48.05
1312,728,14,2,142.46,0.2358,105.23
1313,728,26,1,267.4,0.1636,164.45
1314,729,5,1,259.51,0.0337,185.65
1315,729,34,2,92.16,0.0515,37.12
1316,729,47,3,199.58,0.0878,89.54
1317,729,22,1,240.93,0.0659,88.13
1318,730,5,2,192.23,0.2355,185.65
