pedido_id,cliente_id,data_pedido,canal_venda,uf,estado,regiao,vendedor_id,status_pedido
670,128,2024-06-06,Site Próprio,MT,Mato Grosso,Centro-Oeste,4,Cancelado
671,349,2025-09-06,Marketplace,SP,São Paulo,Sudeste,1,Concluído
672,370,2025-04-22,Site Próprio,RJ,Rio de Janeiro,Sudeste,2,Concluído
673,76,2025-09-17,Aplicativo,SC,Santa Catarina,Sul,4,Concluído
674,322,2025-12-16,Aplicativo,CE,Ceará,Nordeste,1,Cancelado
675,396,2025-07-27,Site Próprio,SC,Santa Catarina,Sul,6,Concluído
676,576,2025-05-10,Marketplace,SP,São Paulo,Sudeste,2,Concluído
677,7,2025-12-02,Marketplace,RJ,Rio de Janeiro,Sudeste,1,Concluído
678,521,2024-11-02,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
679,361,2025-11-22,Aplicativo,SP,São Paulo,Sudeste,1,Concluído
680,263,2025-12-05,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
681,450,2025-06-01,Aplicativo,MG,Minas Gerais,Sudeste,5,Concluído
682,347,2025-03-17,Site Próprio,MS,Mato Grosso do Sul,Centro-Oeste,1,Concluído
683,139,2025-03-12,Aplicativo,RS,Rio Grande do Sul,Sul,5,Concluído
684,366,2025-10-05,Site Próprio,PR,Paraná,Sul,1,Concluído
685,177,2025-12-06,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
686,311,2024-05-01,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
687,230,2025-06-22,Site Próprio,SP,São Paulo,Sudeste,1,Concluído
688,432,2025-11-25,Site Próprio,CE,Ceará,Nordeste,1,Cancelado
689,131,2025-06-06,Marketplace,BA,Bahia,Nordeste,2,Concluído
690,36,2025-05-01,Marketplace,DF,Distrito Federal,Centro-Oeste,2,Concluído
691,354,2025-04-21,Marketplace,RS,Rio Grande do Sul,Sul,2,Concluído
692,311,2025-05-25,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
693,515,2025-06-03,Marketplace,RJ,Rio de Janeiro,Sudeste,4,Concluído
694,377,2024-02-27,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
695,259,2025-11-10,Site Próprio,MG,Minas Gerais,Sudeste,4,Concluído
696,395,2024-12-17,Aplicativo,RJ,Rio de Janeiro,Sudeste,2,Concluído
697,424,2025-11-12,Marketplace,RS,Rio Grande do Sul,Sul,6,Concluído
698,139,2024-04-05,Marketplace,RS,Rio Grande do Sul,Sul,3,Cancelado
699,485,2025-11-12,Site Próprio,RS,Rio Grande do Sul,Sul,5,Concluído
700,397,2024-04-21,Marketplace,SP,São Paulo,Sudeste,6,Concluído
701,247,2024-07-15,Marketplace,DF,Distrito Federal,Centro-Oeste,1,Concluído
702,520,2025-07-18,Marketplace,SP,São Paulo,Sudeste,1,Concluído
703,550,2025-02-26,Marketplace,PR,Paraná,Sul,2,Concluído
704,172,2025-06-09,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
705,494,2025-02-08,Site Próprio,MA,Maranhão,Nordeste,4,Concluído
706,360,2024-12-20,Marketplace,CE,Ceará,Nordeste,4,Concluído
707,94,2025-09-21,Site Próprio,PR,Paraná,Sul,2,Concluído
708,114,2025-02-13,Marketplace,PA,Pará,Norte,4,Concluído
709,494,2025-01-06,Marketplace,MA,Maranhão,Nordeste,2,Concluído
710,610,2024-10-12,Site Próprio,SC,Santa Catarina,Sul,1,Concluído
711,125,2025-06-27,Site Próprio,MA,Maranhão,Nordeste,6,Concluído
712,431,2024-10-27,Marketplace,PR,Paraná,Sul,3,Concluído
713,469,2025-10-27,Marketplace,SP,São Paulo,Sudeste,4,Concluído
714,53,2025-12-17,Site Próprio,PR,Paraná,Sul,6,Concluído
715,557,2025-11-10,Marketplace,MS,Mato Grosso do Sul,Centro-Oeste,3,Concluído
716,350,2025-11-19,Aplicativo,PR,Paraná,Sul,3,Concluído
717,241,2024-03-22,Marketplace,SP,São Paulo,Sudeste,3,Concluído
718,55,2025-04-08,Site Próprio,SC,Santa Catarina,Sul,2,Concluído
719,20,2024-12-21,Marketplace,SP,São Paulo,Sudeste,3,Concluído
720,105,2025-05-06,Marketplace,MS,Mato Grosso do Sul,Centro-Oeste,5,Concluído
721,75,2025-12-25,Site Próprio,PR,Paraná,Sul,1,Concluído
722,319,2025-11-13,Marketplace,MG,Minas Gerais,Sudeste,1,Concluído
723,139,2024-06-15,Marketplace,RS,Rio Grande do Sul,Sul,2,Cancelado
724,161,2025-06-18,Site Próprio,RJ,Rio de Janeiro,Sudeste,4,Concluído
725,361,2025-08-01,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
726,524,2025-04-22,Site Próprio,PE,Pernambuco,Nordeste,3,Cancelado
727,551,2024-09-03,Aplicativo,SP,São Paulo,Sudeste,1,Concluído
728,496,2025-10-24,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
729,385,2024-04-01,Site Próprio,DF,Distrito Federal,Centro-Oeste,5,Concluído
730,531,2025-12-13,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
731,2,2025-10-12,Site Próprio,RS,Rio Grande do Sul,Sul,1,Concluído
732,359,2025-03-26,Marketplace,SP,São Paulo,Sudeste,1,Concluído
733,197,2025-05-23,Site Próprio,MG,Minas Gerais,Sudeste,3,Concluído
734,539,2024-03-12,Site Próprio,MT,Mato Grosso,Centro-Oeste,5,Concluído
735,142,2025-11-20,Marketplace,RJ,Rio de Janeiro,Sudeste,3,Concluído
736,283,2025-09-16,Aplicativo,PR,Paraná,Sul,3,Concluído
737,286,2025-11-21,Marketplace,PR,Paraná,Sul,6,Concluído
738,444,2024-11-05,Site Próprio,RJ,Rio de Janeiro,Sudeste,6,Concluído
739,24,2025-12-20,Site Próprio,DF,Distrito Federal,Centro-Oeste,4,Concluído
740,249,2025-09-13,Site Próprio,MG,Minas Gerais,Sudeste,3,Concluído
741,548,2025-06-17,Marketplace,MT,Mato Grosso,Centro-Oeste,1,Concluído
742,582,2024-05-25,Marketplace,BA,Bahia,Nordeste,5,Concluído
743,614,2024-06-26,Marketplace,SP,São Paulo,Sudeste,3,Concluído
744,476,2024-04-15,Site Próprio,AM,Amazonas,Norte,5,Concluído
745,560,2025-05-23,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
746,412,2025-11-10,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
747,401,2025-12-15,Marketplace,RS,Rio Grande do Sul,Sul,3,Concluído
748,477,2025-11-02,Site Próprio,RJ,Rio de Janeiro,Sudeste,6,Concluído
749,479,2024-12-03,Site Próprio,SP,São Paulo,Sudeste,3,Cancelado
750,20,2024-09-19,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
751,125,2025-06-06,Marketplace,MA,Maranhão,Nordeste,6,Concluído
752,534,2025-11-18,Aplicativo,SP,São Paulo,Sudeste,5,Concluído
753,213,2025-10-22,Site Próprio,CE,Ceará,Nordeste,6,Concluído
754,616,2024-08-06,Marketplace,SP,São Paulo,Sudeste,1,Concluído
755,253,2024-11-15,Site Próprio,RJ,Rio de Janeiro,Sudeste,5,Concluído
756,589,2025-03-19,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
757,396,2025-04-14,Marketplace,SC,Santa Catarina,Sul,5,Concluído
758,354,2024-09-16,Marketplace,RS,Rio Grande do Sul,Sul,1,Concluído
759,103,2024-12-23,Site Próprio,RJ,Rio de Janeiro,Sudeste,2,Concluído
760,96,2024-07-01,Site Próprio,PE,Pernambuco,Nordeste,5,Concluído
761,517,2025-04-07,Marketplace,SP,São Paulo,Sudeste,6,Concluído
762,342,2024-11-19,Marketplace,RS,Rio Grande do Sul,Sul,6,Concluído
763,170,2025-11-02,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
764,517,2025-02-13,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
765,224,2025-12-17,Site Próprio,SC,Santa Catarina,Sul,2,Concluído
766,206,2024-05-20,Site Próprio,BA,Bahia,Nordeste,4,Concluído
767,278,2025-12-14,Site Próprio,BA,Bahia,Nordeste,2,Concluído
768,52,2025-06-23,Marketplace,SP,São Paulo,Sudeste,3,Concluído
769,380,2024-10-10,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
770,504,2025-02-18,Marketplace,SP,São Paulo,Sudeste,4,Concluído
771,188,2024-08-18,Site Próprio,ES,Espírito Santo,Sudeste,2,Concluído
772,585,2025-12-02,Site Próprio,DF,Distrito Federal,Centro-Oeste,3,Concluído
773,165,2025-12-04,Aplicativo,MG,Minas Gerais,Sudeste,1,Concluído
774,409,2025-06-01,Aplicativo,SP,São Paulo,Sudeste,2,Concluído
775,87,2025-07-21,Marketplace,SP,São Paulo,Sudeste,4,Concluído
776,579,2025-11-10,Marketplace,SP,São Paulo,Sudeste,4,Concluído
777,515,2024-12-23,Marketplace,RJ,Rio de Janeiro,Sudeste,3,Concluído
778,394,2025-09-03,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
779,89,2025-07-27,Marketplace,RJ,Rio de Janeiro,Sudeste,2,Concluído
780,122,2025-05-06,Site Próprio,MS,Mato Grosso do Sul,Centro-Oeste,1,Concluído
781,447,2025-11-08,Marketplace,RJ,Rio de Janeiro,Sudeste,5,Concluído
782,226,2024-03-08,Site Próprio,RJ,Rio de Janeiro,Sudeste,2,Concluído
783,24,2025-09-26,Marketplace,DF,Distrito Federal,Centro-Oeste,5,Concluído
784,500,2025-05-11,Site Próprio,MG,Minas Gerais,Sudeste,1,Concluído
785,566,2024-09-21,Site Próprio,GO,Goiás,Centro-Oeste,3,Concluído
786,600,2024-07-01,Site Próprio,RS,Rio Grande do Sul,Sul,6,Concluído
787,139,2024-09-19,Marketplace,RS,Rio Grande do Sul,Sul,4,Concluído
788,272,2025-04-05,Site Próprio,SC,Santa Catarina,Sul,3,Concluído
789,255,2025-06-25,Marketplace,RJ,Rio de Janeiro,Sudeste,4,Concluído
790,346,2025-10-22,Site Próprio,SP,São Paulo,Sudeste,3,Cancelado
791,188,2025-08-13,Site Próprio,ES,Espírito Santo,Sudeste,3,Concluído
792,585,2025-12-09,Marketplace,DF,Distrito Federal,Centro-Oeste,3,Concluído
793,213,2025-12-22,Site Próprio,CE,Ceará,Nordeste,4,Concluído
794,454,2025-12-07,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
795,463,2025-11-04,Site Próprio,RJ,Rio de Janeiro,Sudeste,5,Concluído
796,545,2025-09-10,Marketplace,SC,Santa Catarina,Sul,4,Concluído
797,231,2024-11-24,Marketplace,RS,Rio Grande do Sul,Sul,5,Concluído
798,228,2025-12-25,Marketplace,SP,São Paulo,Sudeste,1,Concluído
799,58,2025-10-03,Marketplace,SP,São Paulo,Sudeste,6,Concluído
800,302,2024-11-18,Marketplace,BA,Bahia,Nordeste,3,Concluído
801,2,2025-07-17,Site Próprio,RS,Rio Grande do Sul,Sul,2,Concluído
802,114,2025-11-22,Marketplace,PA,Pará,Norte,5,Cancelado
803,198,2025-10-19,Site Próprio,SP,São Paulo,Sudeste,1,Concluído
804,546,2024-07-11,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
805,164,2025-01-24,Site Próprio,BA,Bahia,Nordeste,2,Concluído
806,146,2024-06-19,Site Próprio,DF,Distrito Federal,Centro-Oeste,6,Concluído
807,527,2025-06-08,Marketplace,SP,São Paulo,Sudeste,2,Concluído
808,274,2025-11-17,Site Próprio,RJ,Rio de Janeiro,Sudeste,4,Concluído
809,92,2024-06-23,Aplicativo,RS,Rio Grande do Sul,Sul,6,Concluído
810,216,2024-09-18,Marketplace,RJ,Rio de Janeiro,Sudeste,6,Cancelado
811,498,2025-12-11,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
812,68,2025-05-25,Site Próprio,RJ,Rio de Janeiro,Sudeste,1,Concluído
813,70,2025-03-12,Marketplace,MS,Mato Grosso do Sul,Centro-Oeste,2,Concluído
814,319,2025-09-19,Site Próprio,MG,Minas Gerais,Sudeste,1,Concluído
815,648,2025-11-08,Site Próprio,GO,Goiás,Centro-Oeste,3,Concluído
816,502,2025-04-22,Marketplace,GO,Goiás,Centro-Oeste,3,Concluído
817,547,2025-11-25,Site Próprio,SP,São Paulo,Sudeste,1,Cancelado
818,298,2025-05-16,Marketplace,CE,Ceará,Nordeste,2,Concluído
819,10,2025-11-20,Marketplace,PE,Pernambuco,Nordeste,5,Cancelado
820,603,2025-11-09,Marketplace,RS,Rio Grande do Sul,Sul,5,Cancelado
821,328,2025-04-12,Site Próprio,PE,Pernambuco,Nordeste,3,Concluído
822,175,2025-12-07,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
823,28,2024-06-22,Site Próprio,ES,Espírito Santo,Sudeste,4,Cancelado
824,119,2025-11-16,Aplicativo,CE,Ceará,Nordeste,4,Concluído
825,582,2024-11-13,Site Próprio,BA,Bahia,Nordeste,4,Concluído
826,458,2025-11-14,Marketplace,SP,São Paulo,Sudeste,4,Concluído
827,227,2025-03-22,Marketplace,SP,São Paulo,Sudeste,1,Concluído
828,573,2024-11-18,Site Próprio,MG,Minas Gerais,Sudeste,6,Concluído
829,245,2025-06-24,Marketplace,CE,Ceará,Nordeste,2,Concluído
830,333,2024-11-01,Site Próprio,SC,Santa Catarina,Sul,6,Concluído
831,43,2024-05-16,Aplicativo,SP,São Paulo,Sudeste,1,Concluído
832,632,2025-12-18,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
833,390,2024-12-09,Marketplace,SP,São Paulo,Sudeste,1,Concluído
834,474,2025-10-26,Site Próprio,RS,Rio Grande do Sul,Sul,3,Cancelado
835,146,2024-07-14,Site Próprio,DF,Distrito Federal,Centro-Oeste,6,Concluído
836,343,2025-08-10,Site Próprio,ES,Espírito Santo,Sudeste,5,Concluído
837,404,2025-12-06,Marketplace,SP,São Paulo,Sudeste,5,Concluído
838,40,2025-01-19,Aplicativo,BA,Bahia,Nordeste,3,Concluído
839,317,2025-10-20,Site Próprio,SC,Santa Catarina,Sul,2,Concluído
840,145,2025-03-03,Site Próprio,RS,Rio Grande do Sul,Sul,3,Concluído
841,387,2024-07-07,Marketplace,SC,Santa Catarina,Sul,2,Concluído
842,125,2025-09-23,Site Próprio,MA,Maranhão,Nordeste,2,Concluído
843,129,2025-04-25,Marketplace,PR,Paraná,Sul,6,Concluído
844,87,2025-11-12,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
845,260,2025-08-23,Site Próprio,SP,São Paulo,Sudeste,2,Cancelado
846,350,2024-12-16,Marketplace,PR,Paraná,Sul,4,Concluído
847,26,2024-10-04,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
848,273,2025-11-01,Marketplace,SP,São Paulo,Sudeste,4,Concluído
849,128,2025-01-11,Site Próprio,MT,Mato Grosso,Centro-Oeste,1,Concluído
850,171,2025-08-03,Marketplace,SP,São Paulo,Sudeste,2,Concluído
851,416,2025-02-11,Aplicativo,PR,Paraná,Sul,4,Concluído
852,152,2025-05-27,Site Próprio,RS,Rio Grande do Sul,Sul,5,Concluído
853,34,2025-05-21,Marketplace,MG,Minas Gerais,Sudeste,6,Concluído
854,494,2024-04-26,Marketplace,MA,Maranhão,Nordeste,2,Concluído
855,79,2024-04-16,Site Próprio,BA,Bahia,Nordeste,1,Concluído
856,308,2025-06-22,Site Próprio,BA,Bahia,Nordeste,4,Concluído
857,585,2024-12-05,Site Próprio,DF,Distrito Federal,Centro-Oeste,4,Cancelado
858,224,2024-07-01,Site Próprio,SC,Santa Catarina,Sul,1,Concluído
859,458,2025-11-16,Aplicativo,SP,São Paulo,Sudeste,1,Concluído
860,446,2025-08-09,Site Próprio,RS,Rio Grande do Sul,Sul,3,Concluído
861,110,2024-11-19,Site Próprio,SP,São Paulo,Sudeste,1,Concluído
862,47,2025-03-21,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
863,359,2025-09-03,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
864,568,2024-09-20,Aplicativo,BA,Bahia,Nordeste,6,Concluído
865,638,2024-12-10,Marketplace,SC,Santa Catarina,Sul,4,Concluído
866,605,2025-05-14,Marketplace,PE,Pernambuco,Nordeste,6,Cancelado
867,272,2025-05-19,Site Próprio,SC,Santa Catarina,Sul,5,Concluído
868,583,2025-08-21,Marketplace,SP,São Paulo,Sudeste,4,Concluído
869,414,2025-12-16,Aplicativo,RS,Rio Grande do Sul,Sul,3,Concluído
870,485,2024-06-17,Site Próprio,RS,Rio Grande do Sul,Sul,2,Cancelado
871,419,2025-01-02,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
872,472,2024-05-10,Marketplace,SC,Santa Catarina,Sul,4,Concluído
873,138,2025-09-01,Marketplace,MG,Minas Gerais,Sudeste,2,Concluído
874,423,2025-01-15,Site Próprio,MS,Mato Grosso do Sul,Centro-Oeste,1,Concluído
875,543,2025-12-27,Marketplace,DF,Distrito Federal,Centro-Oeste,2,Concluído
876,429,2025-11-10,Site Próprio,RJ,Rio de Janeiro,Sudeste,4,Concluído
877,82,2024-11-25,Site Próprio,MG,Minas Gerais,Sudeste,4,Concluído
878,43,2025-12-23,Marketplace,SP,São Paulo,Sudeste,6,Concluído
879,157,2024-07-24,Aplicativo,SC,Santa Catarina,Sul,4,Concluído
880,243,2025-09-08,Site Próprio,SP,São Paulo,Sudeste,1,Concluído
881,358,2025-11-06,Aplicativo,DF,Distrito Federal,Centro-Oeste,3,Concluído
882,530,2025-05-13,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
883,345,2024-12-06,Site Próprio,MG,Minas Gerais,Sudeste,6,Cancelado
884,60,2025-09-20,Site Próprio,CE,Ceará,Nordeste,5,Concluído
885,229,2025-12-10,Marketplace,MS,Mato Grosso do Sul,Centro-Oeste,2,Concluído
886,374,2025-08-23,Marketplace,SP,São Paulo,Sudeste,6,Concluído
887,70,2024-12-04,Site Próprio,MS,Mato Grosso do Sul,Centro-Oeste,4,Concluído
888,130,2025-03-27,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
889,469,2025-03-21,Marketplace,SP,São Paulo,Sudeste,4,Concluído
890,607,2024-12-04,Site Próprio,RJ,Rio de Janeiro,Sudeste,2,Concluído
891,444,2024-04-19,Site Próprio,RJ,Rio de Janeiro,Sudeste,3,Concluído
892,478,2025-11-11,Site Próprio,PR,Paraná,Sul,2,Concluído
893,339,2025-07-20,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
894,3,2025-11-21,Site Próprio,PE,Pernambuco,Nordeste,1,Concluído
895,190,2025-06-10,Site Próprio,SP,São Paulo,Sudeste,1,Concluído
896,616,2025-12-20,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
897,139,2025-04-14,Marketplace,RS,Rio Grande do Sul,Sul,5,Concluído
898,353,2024-11-10,Marketplace,SP,São Paulo,Sudeste,2,Concluído
899,436,2024-05-04,Site Próprio,MA,Maranhão,Nordeste,5,Concluído
900,147,2025-09-26,Marketplace,SP,São Paulo,Sudeste,6,Cancelado
901,401,2025-07-03,Marketplace,RS,Rio Grande do Sul,Sul,5,Concluído
902,383,2025-11-27,Marketplace,CE,Ceará,Nordeste,2,Concluído
903,533,2025-04-05,Marketplace,BA,Bahia,Nordeste,6,Concluído
904,227,2025-11-27,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
905,434,2025-03-01,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
906,171,2024-12-08,Marketplace,SP,São Paulo,Sudeste,3,Concluído
907,302,2024-06-22,Aplicativo,BA,Bahia,Nordeste,5,Concluído
908,323,2025-08-17,Site Próprio,MG,Minas Gerais,Sudeste,2,Concluído
909,214,2024-11-27,Site Próprio,PR,Paraná,Sul,3,Concluído
910,20,2025-12-20,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
911,280,2024-10-24,Site Próprio,GO,Goiás,Centro-Oeste,3,Concluído
912,219,2024-12-16,Site Próprio,GO,Goiás,Centro-Oeste,1,Concluído
913,53,2024-05-18,Site Próprio,PR,Paraná,Sul,3,Concluído
914,4,2024-08-16,Aplicativo,SP,São Paulo,Sudeste,6,Concluído
915,584,2024-11-23,Marketplace,SP,São Paulo,Sudeste,3,Concluído
916,4,2025-08-04,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
917,258,2025-05-25,Aplicativo,SP,São Paulo,Sudeste,2,Concluído
918,573,2024-06-16,Site Próprio,MG,Minas Gerais,Sudeste,3,Concluído
919,566,2025-11-04,Site Próprio,GO,Goiás,Centro-Oeste,1,Concluído
920,286,2024-06-27,Site Próprio,PR,Paraná,Sul,5,Concluído
921,230,2025-11-12,Marketplace,SP,São Paulo,Sudeste,4,Cancelado
922,375,2024-10-05,Marketplace,PR,Paraná,Sul,3,Concluído
923,372,2025-11-12,Site Próprio,BA,Bahia,Nordeste,2,Concluído
924,219,2025-03-03,Aplicativo,GO,Goiás,Centro-Oeste,5,Concluído
925,290,2025-07-26,Marketplace,CE,Ceará,Nordeste,2,Concluído
926,557,2025-01-06,Aplicativo,MS,Mato Grosso do Sul,Centro-Oeste,5,Concluído
927,43,2024-11-05,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
928,428,2025-10-21,Marketplace,MS,Mato Grosso do Sul,Centro-Oeste,3,Concluído
929,178,2024-05-05,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
930,37,2025-09-01,Marketplace,PR,Paraná,Sul,4,Cancelado
931,264,2024-10-20,Marketplace,CE,Ceará,Nordeste,5,Concluído
932,564,2025-12-05,Site Próprio,DF,Distrito Federal,Centro-Oeste,3,Concluído
933,356,2025-06-05,Site Próprio,RJ,Rio de Janeiro,Sudeste,2,Concluído
934,11,2024-02-22,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
935,252,2025-11-26,Marketplace,RS,Rio Grande do Sul,Sul,4,Concluído
936,424,2025-04-08,Aplicativo,RS,Rio Grande do Sul,Sul,6,Concluído
937,155,2025-11-04,Aplicativo,SP,São Paulo,Sudeste,4,Concluído
938,599,2025-10-07,Site Próprio,SC,Santa Catarina,Sul,3,Concluído
939,613,2025-11-21,Site Próprio,PR,Paraná,Sul,5,Concluído
940,342,2024-11-18,Site Próprio,RS,Rio Grande do Sul,Sul,3,Concluído
941,270,2024-10-20,Site Próprio,SC,Santa Catarina,Sul,5,Concluído
942,251,2025-04-08,Aplicativo,RJ,Rio de Janeiro,Sudeste,3,Concluído
943,85,2025-04-14,Site Próprio,MT,Mato Grosso,Centro-Oeste,1,Concluído
944,77,2025-01-21,Aplicativo,SP,São Paulo,Sudeste,1,Concluído
945,157,2025-11-19,Site Próprio,SC,Santa Catarina,Sul,2,Concluído
946,478,2025-12-04,Site Próprio,PR,Paraná,Sul,4,Concluído
947,198,2025-10-13,Marketplace,SP,São Paulo,Sudeste,5,Concluído
948,541,2024-05-15,Marketplace,PE,Pernambuco,Nordeste,1,Concluído
949,493,2025-11-20,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
950,371,2025-08-07,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
951,631,2024-11-27,Site Próprio,SP,São Paulo,Sudeste,2,Concluído
952,198,2025-01-16,Marketplace,SP,São Paulo,Sudeste,6,Concluído
953,77,2025-07-26,Site Próprio,SP,São Paulo,Sudeste,1,Concluído
954,379,2024-06-17,Site Próprio,PR,Paraná,Sul,1,Concluído
955,36,2025-02-10,Site Próprio,DF,Distrito Federal,Centro-Oeste,4,Concluído
956,261,2025-05-03,Aplicativo,MG,Minas Gerais,Sudeste,5,Concluído
957,457,2025-02-16,Site Próprio,SP,São Paulo,Sudeste,4,Concluído
958,428,2025-05-04,Site Próprio,MS,Mato Grosso do Sul,Centro-Oeste,2,Concluído
959,136,2025-03-17,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
960,280,2025-09-23,Aplicativo,GO,Goiás,Centro-Oeste,3,Concluído
961,532,2025-10-18,Marketplace,SP,São Paulo,Sudeste,5,Cancelado
962,110,2025-11-10,Marketplace,SP,São Paulo,Sudeste,2,Concluído
963,446,2025-07-22,Marketplace,RS,Rio Grande do Sul,Sul,5,Concluído
964,641,2025-12-11,Marketplace,BA,Bahia,Nordeste,2,Concluído
965,572,2025-06-02,Site Próprio,MG,Minas Gerais,Sudeste,2,Concluído
966,424,2024-11-12,Site Próprio,RS,Rio Grande do Sul,Sul,6,Concluído
967,526,2025-05-05,Site Próprio,SP,São Paulo,Sudeste,3,Concluído
968,284,2025-10-18,Aplicativo,SP,São Paulo,Sudeste,1,Concluído
969,245,2025-10-11,Marketplace,CE,Ceará,Nordeste,4,Concluído
970,497,2025-09-10,Marketplace,PE,Pernambuco,Nordeste,6,Concluído
971,207,2024-12-14,Site Próprio,SC,Santa Catarina,Sul,6,Concluído
972,28,2025-02-04,Aplicativo,ES,Espírito Santo,Sudeste,3,Concluído
973,542,2025-04-01,Marketplace,RJ,Rio de Janeiro,Sudeste,2,Concluído
974,132,2025-07-17,Site Próprio,MG,Minas Gerais,Sudeste,3,Concluído
975,391,2025-07-09,Site Próprio,RJ,Rio de Janeiro,Sudeste,5,Concluído
976,579,2025-09-08,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
977,576,2024-12-06,Aplicativo,SP,São Paulo,Sudeste,5,Concluído
978,286,2025-12-25,Site Próprio,PR,Paraná,Sul,2,Concluído
979,461,2025-05-17,Marketplace,MG,Minas Gerais,Sudeste,4,Concluído
980,591,2025-12-24,Site Próprio,SP,São Paulo,Sudeste,1,Concluído
981,587,2025-08-16,Site Próprio,RS,Rio Grande do Sul,Sul,1,Concluído
982,298,2025-01-24,Site Próprio,CE,Ceará,Nordeste,6,Concluído
983,571,2025-09-23,Aplicativo,SC,Santa Catarina,Sul,2,Concluído
984,542,2024-12-10,Marketplace,RJ,Rio de Janeiro,Sudeste,2,Concluído
985,196,2025-10-18,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
986,352,2024-05-23,Marketplace,SP,São Paulo,Sudeste,6,Concluído
987,336,2025-05-04,Marketplace,SP,São Paulo,Sudeste,1,Concluído
988,560,2024-04-18,Marketplace,SP,São Paulo,Sudeste,3,Concluído
989,469,2024-04-08,Marketplace,SP,São Paulo,Sudeste,4,Concluído
990,189,2025-11-09,Marketplace,SC,Santa Catarina,Sul,3,Concluído
991,168,2025-12-14,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
992,301,2025-08-01,Marketplace,RS,Rio Grande do Sul,Sul,4,Concluído
993,558,2024-05-25,Marketplace,PA,Pará,Norte,5,Concluído
994,590,2025-01-18,Marketplace,RS,Rio Grande do Sul,Sul,3,Cancelado
995,216,2024-05-11,Marketplace,RJ,Rio de Janeiro,Sudeste,2,Concluído
996,374,2024-05-22,Site Próprio,SP,São Paulo,Sudeste,5,Concluído
997,26,2025-03-20,Aplicativo,SP,São Paulo,Sudeste,3,Concluído
998,497,2025-05-19,Marketplace,PE,Pernambuco,Nordeste,1,Concluído
999,300,2024-02-04,Site Próprio,BA,Bahia,Nordeste,3,Concluído
1000,13,2024-05-12,Marketplace,SP,São Paulo,Sudeste,1,Concluído
1001,634,2025-11-08,Site Próprio,RS,Rio Grande do Sul,Sul,1,Concluído
1002,108,2025-09-19,Site Próprio,RS,Rio Grande do Sul,Sul,1,Concluído
1003,457,2025-05-19,Site Próprio,SP,São Paulo,Sudeste,6,Concluído
1004,587,2025-06-18,Site Próprio,RS,Rio Grande do Sul,Sul,6,Concluído
1005,70,2024-11-24,Site Próprio,MS,Mato Grosso do Sul,Centro-Oeste,3,Concluído
1006,577,2024-08-18,Marketplace,SP,São Paulo,Sudeste,6,Concluído
1007,390,2024-09-05,Marketplace,SP,São Paulo,Sudeste,3,Concluído
1008,618,2025-01-08,Marketplace,SP,São Paulo,Sudeste,6,Concluído
1009,450,2025-07-17,Marketplace,MG,Minas Gerais,Sudeste,2,Concluído
