pedido_id,item_id,cliente_id,produto_id,data_pedido,UF_Sigla,canal_venda,vendedor_id,quantidade,preco_unitario,desconto_percentual,custo_unitario,status_pedido
1588,2882,519,12,2024-10-25,RJ,Site Próprio,1,1,396.16,0.1429,209.52,Concluído
2623,4830,588,21,2024-11-04,PR,Marketplace,6,1,145.69,0.0711,94.68,Concluído
607,1096,174,12,2025-09-18,MS,Site Próprio,1,1,414.29,0.0743,209.52,Concluído
1466,2671,475,35,2024-12-07,RJ,Marketplace,5,1,153.58,0.1164,79.44,Concluído
1606,2918,437,49,2025-05-08,RJ,Marketplace,2,1,150.0,0.0971,73.39,Concluído
992,1783,301,40,2025-08-01,RS,Marketplace,4,3,138.8,0.0372,53.25,Concluído
1879,3446,583,41,2025-11-08,SP,Marketplace,6,1,451.48,0.2033,180.53,Concluído
1474,2684,350,45,2025-10-11,PR,Site Próprio,6,3,65.63,0.0476,39.57,Concluído
1994,3668,465,20,2024-08-04,RS,Site Próprio,6,2,98.88,0.0713,55.18,Concluído
435,787,72,1,2024-08-14,SP,Site Próprio,1,1,172.33,0.2452,91.78,Concluído
989,1779,469,36,2024-04-08,SP,Marketplace,4,1,130.51,0.2059,66.1,Concluído
915,1658,584,4,2024-11-23,SP,Marketplace,3,2,171.04,0.2357,160.15,Concluído
2229,4110,310,51,2024-10-11,RS,Site Próprio,6,1,306.97,0.084,201.19,Concluído
1193,2148,298,52,2024-11-27,CE,Marketplace,4,1,258.28,0.048,115.34,Concluído
2544,4685,400,9,2024-12-07,DF,Site Próprio,5,1,205.01,0.0814,108.49,Concluído
1684,3060,464,3,2024-05-16,SP,Site Próprio,6,1,57.96,0.1806,26.91,Concluído
292,532,601,7,2025-11-10,BA,Site Próprio,5,2,118.66,0.1085,103.55,Concluído
2627,4839,495,37,2024-05-18,PE,Site Próprio,4,1,106.5,0.0369,61.9,Concluído
227,421,88,36,2024-05-21,BA,Site Próprio,6,1,130.51,0.1098,66.1,Concluído
421,762,641,36,2025-07-14,BA,Site Próprio,6,2,78.26,0.0891,66.1,Concluído
1117,2016,32,6,2024-11-23,CE,Marketplace,3,1,68.37,0.0462,52.6,Concluído
1156,2082,190,31,2025-02-24,SP,Site Próprio,5,1,85.22,0.1821,39.52,Cancelado
1089,1966,479,21,2024-11-21,SP,Site Próprio,4,3,179.97,0.2186,94.68,Concluído
1526,2767,413,16,2025-10-18,PE,Marketplace,1,1,248.42,,150.82,Concluído
183,341,398,44,2025-11-25,CE,Site Próprio,4,2,167.06,0.0574,119.7,Concluído
762,1382,342,36,2024-11-19,RS,Marketplace,6,2,142.94,0.0476,66.1,Concluído
1063,1919,92,33,2024-04-06,RS,Marketplace,3,1,196.19,0.0418,122.16,Concluído
1579,2863,398,12,2025-12-25,CE,Marketplace,2,1,466.07,0.0609,209.52,Concluído
407,733,107,38,2025-11-22,MG,Site Próprio,4,1,121.48,0.0559,48.05,Concluído
1536,2784,576,8,2025-11-27,SP,Site Próprio,4,1,56.63,0.1678,43.6,Concluído
1156,2080,190,25,2025-02-24,SP,Site Próprio,5,3,35.91,0.1965,16.13,Cancelado
692,1245,311,23,2025-05-25,SP,Site Próprio,2,2,88.52,0.3258,43.89,Concluído
661,1190,308,1,2025-05-06,BA,Site Próprio,2,1,139.5,0.1304,91.78,Concluído
2220,4091,397,45,2024-12-24,SP,Site Próprio,4,3,83.87,0.2285,39.57,Concluído
1717,3129,339,1,2025-08-24,SP,Marketplace,1,1,164.12,0.256,91.78,Concluído
2111,3891,104,5,2024-12-24,SP,Site Próprio,3,1,298.44,0.1788,185.65,Concluído
213,393,408,1,2025-11-17,SP,Aplicativo,1,2,109.41,0.3004,91.78,Concluído
682,1230,347,26,2025-03-17,MS,Site Próprio,1,1,360.99,0.0396,164.45,Concluído
654,1176,360,14,2025-03-24,CE,Site Próprio,4,1,164.85,0.0323,105.23,Concluído
1728,3151,274,22,2024-11-01,RJ,Marketplace,4,1,240.93,0.1022,88.13,Concluído
2055,3783,139,24,2025-12-16,RS,Site Próprio,2,1,545.34,0.1009,217.31,Cancelado
2407,4432,396,17,2025-11-09,SC,Marketplace,3,3,185.69,0.1516,127.08,Concluído
1338,2424,159,47,2025-06-04,MG,Marketplace,2,1,169.65,0.0938,89.54,Concluído
1628,2960,585,53,2024-10-01,DF,Site Próprio,3,1,366.23,0.0825,152.79,Concluído
48,99,19,45,2025-11-20,SP,Marketplace,3,1,56.72,0.236,39.57,Concluído
2170,3999,579,6,2025-12-15,SP,Marketplace,3,1,75.96,0.1827,52.6,Concluído
625,1128,617,45,2025-05-05,BA,Site Próprio,4,2,61.99,0.0631,39.57,Concluído
807,1461,527,17,2025-06-08,SP,Marketplace,2,2,137.55,0.2526,127.08,Concluído
203,378,184,41,2024-11-22,SP,Site Próprio,5,1,412.22,0.2296,180.53,Concluído
1183,2129,485,45,2025-09-23,RS,Aplicativo,4,1,72.93,0.0321,39.57,Concluído
2336,4307,464,7,2025-05-14,SP,Marketplace,5,1,188.46,0.2337,103.55,Cancelado
2036,3755,346,1,2025-06-18,SP,Site Próprio,5,1,196.94,0.2844,91.78,Concluído
1835,3358,299,34,2025-12-27,BA,Aplicativo,2,3,105.99,0.0875,37.12,Concluído
2623,4831,588,6,2024-11-04,PR,Marketplace,6,1,64.57,0.0998,52.6,Concluído
2444,4503,12,2,2024-11-12,DF,Site Próprio,1,1,358.37,0.0934,137.72,Cancelado
2135,3932,325,34,2025-11-03,RJ,Marketplace,6,1,58.03,0.1386,37.12,Concluído
2047,3771,395,5,2024-09-26,RJ,Site Próprio,1,1,311.41,0.0707,185.65,Concluído
1367,2475,410,6,2025-08-04,BA,Site Próprio,2,1,64.57,0.0694,52.6,Concluído
1575,2851,485,16,2025-05-23,RS,Marketplace,4,1,276.02,0.1039,150.82,Concluído
794,1441,454,8,2025-12-07,SP,Site Próprio,3,1,72.36,0.1896,43.6,Concluído
2276,4197,346,52,2024-03-05,SP,Site Próprio,3,3,309.94,0.1648,115.34,Concluído
1627,2958,351,36,2025-10-19,MA,Marketplace,2,1,111.87,0.0397,66.1,Concluído
1254,2266,95,40,2025-12-04,AM,Site Próprio,1,2,104.1,,53.25,Concluído
2070,3807,310,5,2025-11-07,RS,Site Próprio,1,3,220.58,0.0568,185.65,Concluído
1343,2435,114,50,2024-11-06,PA,Aplicativo,6,2,232.08,,118.05,Concluído
1902,3491,410,8,2025-07-12,BA,Marketplace,6,1,53.48,0.0363,43.6,Concluído
1719,3134,219,1,2024-04-02,GO,Site Próprio,5,1,196.94,0.1886,91.78,Cancelado
623,1125,91,35,2024-11-07,SP,Marketplace,5,1,130.54,0.2061,79.44,Cancelado
1704,3100,494,29,2024-03-22,MA,Site Próprio,1,3,166.35,0.0829,78.75,Concluído
389,696,95,13,2025-11-17,AM,Aplicativo,3,1,89.32,0.0855,77.45,Concluído
372,671,610,2,2025-11-11,SC,Marketplace,6,2,322.53,0.0572,137.72,Concluído
1610,2926,387,8,2025-07-02,SC,Site Próprio,1,1,53.48,0.0768,43.6,Concluído
218,403,32,17,2024-11-25,CE,Aplicativo,1,2,137.55,0.163,127.08,Concluído
398,714,205,23,2025-12-25,CE,Site Próprio,3,1,48.47,0.1895,43.89,Concluído
773,1403,165,5,2025-12-04,MG,Aplicativo,1,2,259.51,0.0306,185.65,Concluído
2240,4125,196,39,2024-07-06,SP,Site Próprio,1,1,624.57,0.1926,144.85,Concluído
1186,2133,124,35,2025-11-08,SP,Marketplace,1,1,184.29,0.1686,79.44,Concluído
1897,3477,215,8,2025-10-13,SP,Site Próprio,2,2,46.61,0.1656,43.6,Concluído
225,417,287,5,2025-09-25,MG,Site Próprio,3,1,311.41,0.1099,185.65,Concluído
790,1436,346,5,2025-10-22,SP,Site Próprio,3,1,230.68,0.224,185.65,Cancelado
1496,2719,546,17,2024-11-20,SP,Site Próprio,3,3,175.37,0.3368,127.08,Concluído
1964,3606,112,29,2025-10-23,SP,Site Próprio,5,1,122.95,0.2379,78.75,Concluído
1728,3152,274,35,2024-11-01,RJ,Marketplace,4,1,153.58,0.1188,79.44,Concluído
1171,2107,100,3,2025-07-27,SP,Site Próprio,6,1,52.16,0.1715,26.91,Concluído
225,415,287,8,2025-09-25,MG,Site Próprio,3,2,75.51,0.0699,43.6,Concluído
2516,4641,314,23,2025-12-27,BA,Marketplace,6,1,69.28,0.2163,43.89,Concluído
1564,2828,107,14,2024-04-05,MG,Site Próprio,2,1,210.64,0.0578,105.23,Concluído
1864,3415,605,4,2025-05-14,PE,Site Próprio,1,1,230.9,0.0813,160.15,Concluído
716,1290,350,8,2025-11-19,PR,Aplicativo,3,1,56.63,0.04,43.6,Concluído
2084,3837,61,5,2025-06-09,SP,Marketplace,4,1,233.56,0.2076,185.65,Concluído
92,180,6,13,2025-12-08,RS,Site Próprio,6,1,84.35,0.108,77.45,Concluído
1353,2451,12,1,2025-10-25,DF,Site Próprio,6,2,164.12,0.1456,91.78,Concluído
2581,4754,388,5,2025-03-07,SP,Site Próprio,3,1,220.58,0.2017,185.65,Concluído
2021,3722,638,28,2024-05-10,SC,Site Próprio,4,1,262.67,0.0361,142.78,Concluído
2477,4564,58,40,2025-10-18,SP,Aplicativo,6,3,121.45,0.1795,53.25,Concluído
2166,3988,224,29,2024-08-26,SC,Aplicativo,5,1,130.19,0.0544,78.75,Concluído
759,1374,103,31,2024-12-23,RJ,Site Próprio,2,1,51.1,0.079,39.52,Concluído
1949,3565,85,52,2024-05-13,MT,Marketplace,5,1,297.02,0.0754,115.34,Concluído
114,213,632,49,2025-06-18,SP,Marketplace,2,1,106.48,0.1884,73.39,Concluído
2613,4812,575,42,2024-09-27,CE,Marketplace,3,1,67.22,0.0346,37.56,Concluído
2128,3920,429,3,2025-04-23,RJ,Site Próprio,4,1,69.55,0.1245,26.91,Concluído
1358,2465,603,25,2025-11-15,RS,Site Próprio,4,1,29.07,0.0478,16.13,Concluído
2083,3835,475,5,2025-12-03,RJ,Site Próprio,4,1,259.51,0.1207,185.65,Concluído
767,1391,278,6,2025-12-14,BA,Site Próprio,2,1,79.76,0.0633,52.6,Concluído
1670,3035,237,11,2025-03-15,SP,Aplicativo,4,1,295.18,0.2142,139.55,Concluído
2315,4270,184,23,2025-12-07,SP,Site Próprio,1,1,80.83,,43.89,Concluído
2285,4213,450,17,2025-11-22,MG,Marketplace,2,2,206.32,0.2153,127.08,Concluído
1847,3384,312,23,2025-09-04,RS,Marketplace,6,2,76.98,0.2043,43.89,Concluído
1584,2873,450,4,2024-05-06,MG,Marketplace,4,1,271.65,0.0818,160.15,Concluído
1083,1956,650,44,2025-10-11,CE,Site Próprio,3,1,270.64,0.0333,119.7,Cancelado
2539,4680,77,16,2024-04-15,SP,Site Próprio,4,1,289.82,,150.82,Concluído
1497,2721,317,3,2025-12-07,SC,Site Próprio,2,1,60.85,0.1008,26.91,Concluído
1209,2175,278,32,2025-12-08,BA,Site Próprio,3,1,285.47,0.0877,130.06,Concluído
315,573,593,6,2025-08-25,BA,Marketplace,5,2,64.57,0.0552,52.6,Concluído
1797,3287,360,8,2024-09-06,CE,Marketplace,6,1,56.63,0.0828,43.6,Concluído
2265,4178,352,38,2025-09-01,SP,Aplicativo,3,1,110.92,0.1697,48.05,Concluído
407,735,107,1,2025-11-22,MG,Site Próprio,4,2,188.74,,91.78,Concluído
1637,2973,361,25,2025-04-19,SP,Marketplace,3,1,41.03,0.2336,16.13,Concluído
2097,3861,247,5,2024-06-03,DF,Site Próprio,3,3,220.58,0.078,185.65,Concluído
1960,3595,114,31,2025-11-04,PA,Site Próprio,5,1,93.34,0.1002,39.52,Concluído
1952,3573,261,1,2025-07-10,MG,Site Próprio,6,1,139.5,0.1648,91.78,Concluído
2628,4842,326,10,2024-11-07,PR,Aplicativo,3,1,202.75,0.0871,120.42,Cancelado
772,1400,585,10,2025-12-02,DF,Site Próprio,3,1,274.31,0.0927,120.42,Concluído
1969,3619,245,17,2025-05-14,CE,Site Próprio,4,3,216.64,0.1982,127.08,Concluído
549,994,620,5,2025-09-20,SP,Site Próprio,3,1,311.41,0.2029,185.65,Concluído
1648,2993,606,17,2025-10-19,SP,Marketplace,2,1,237.27,0.2834,127.08,Concluído
741,1336,548,1,2025-06-17,MT,Marketplace,1,1,172.33,0.1756,91.78,Concluído
843,1531,129,29,2025-04-25,PR,Marketplace,6,1,144.65,0.0617,78.75,Concluído
1353,2452,12,22,2025-10-25,DF,Site Próprio,6,1,240.93,0.0485,88.13,Concluído
2556,4708,135,13,2025-12-15,SP,Aplicativo,6,2,113.88,0.1945,77.45,Concluído
217,401,211,36,2025-11-20,ES,Marketplace,5,1,78.26,0.0339,66.1,Concluído
2468,4545,642,51,2025-12-25,RJ,Site Próprio,2,1,433.37,0.0825,201.19,Concluído
633,1144,25,5,2025-12-16,MG,Site Próprio,5,1,192.23,0.0702,185.65,Concluído
1895,3474,338,21,2025-10-04,RS,Marketplace,4,1,197.11,0.1019,94.68,Concluído
2613,4811,575,16,2024-09-27,CE,Marketplace,3,3,276.02,0.0977,150.82,Concluído
1934,3545,633,14,2025-01-25,PR,Marketplace,4,1,122.11,0.0585,105.23,Concluído
2195,4045,344,21,2025-10-10,SP,Site Próprio,2,1,179.97,0.1975,94.68,Concluído
216,399,91,15,2025-07-27,SP,Marketplace,1,1,30.32,0.2373,22.05,Concluído
969,1747,245,37,2025-10-11,CE,Marketplace,4,1,111.83,0.0903,61.9,Concluído
1964,3604,112,8,2025-10-23,SP,Site Próprio,5,1,53.48,0.1877,43.6,Concluído
935,1691,252,5,2025-11-26,RS,Marketplace,4,2,233.56,,185.65,Concluído
2255,4157,12,29,2025-12-07,DF,Site Próprio,6,2,144.65,0.0661,78.75,Concluído
1865,3416,101,27,2024-09-26,SP,Site Próprio,4,1,192.75,0.2002,88.49,Concluído
1609,2922,554,21,2025-07-14,RS,Site Próprio,5,1,114.26,0.0835,94.68,Concluído
1292,2342,315,39,2025-11-08,MS,Site Próprio,5,1,624.57,0.0716,144.85,Concluído
451,815,494,39,2024-11-04,MA,Marketplace,6,1,598.55,0.0963,144.85,Concluído
882,1599,530,34,2025-05-13,SP,Site Próprio,2,2,58.03,0.2213,37.12,Concluído
9,20,587,43,2025-04-27,RS,Marketplace,3,1,261.88,0.0476,182.69,Concluído
2299,4240,145,34,2025-01-04,RS,Site Próprio,4,1,78.34,0.0351,37.12,Concluído
1061,1917,79,17,2025-03-07,BA,Site Próprio,4,1,185.69,0.1419,127.08,Concluído
2034,3748,204,47,2024-02-02,SP,Site Próprio,3,1,209.56,0.1738,89.54,Concluído
493,892,506,5,2025-04-14,BA,Site Próprio,2,1,173.01,0.0661,185.65,Concluído
360,649,358,36,2025-10-20,DF,Marketplace,6,1,78.26,0.0638,66.1,Concluído
2257,4161,405,10,2025-04-21,SP,Site Próprio,6,1,286.24,0.2227,120.42,Concluído
2242,4130,246,25,2025-03-13,PR,Site Próprio,4,1,29.07,0.0549,16.13,Concluído
1982,3643,621,37,2025-01-24,PR,Marketplace,4,1,122.48,0.0678,61.9,Concluído
1102,1990,586,7,2025-12-07,RJ,Marketplace,5,1,197.88,0.1463,103.55,Concluído
245,449,223,3,2024-07-09,GO,Aplicativo,2,2,52.16,0.0929,26.91,Concluído
586,1060,583,15,2025-11-11,SP,Site Próprio,3,3,55.38,0.1602,22.05,Concluído
1293,2344,642,53,2025-09-07,RJ,Site Próprio,5,1,382.16,0.1068,152.79,Concluído
117,220,427,17,2025-10-13,PR,Site Próprio,4,1,129.91,0.177,127.08,Concluído
2247,4144,646,52,2025-07-06,SP,Marketplace,3,1,271.2,0.172,115.34,Concluído
2344,4322,194,6,2025-11-10,RJ,Marketplace,6,1,50.64,0.0916,52.6,Concluído
2010,3701,283,7,2025-07-10,PR,Site Próprio,6,1,197.88,0.0761,103.55,Concluído
2379,4377,361,18,2025-01-02,SP,Marketplace,5,2,778.0,0.2011,173.9,Concluído
1636,2971,142,25,2025-09-02,RJ,Marketplace,6,2,30.78,0.0765,16.13,Concluído
1176,2114,208,44,2025-11-24,PR,Aplicativo,2,1,225.53,0.0475,119.7,Concluído
987,1777,336,32,2025-05-04,SP,Marketplace,1,2,285.47,0.1752,130.06,Concluído
407,736,107,11,2025-11-22,MG,Site Próprio,4,1,282.88,,139.55,Concluído
256,471,190,8,2025-10-05,SP,Aplicativo,4,1,66.07,0.1806,43.6,Concluído
2457,4525,394,5,2025-04-05,SP,Marketplace,1,1,220.58,0.2134,185.65,Cancelado
2354,4338,485,3,2024-07-03,RS,Site Próprio,2,1,57.96,0.0769,26.91,Concluído
2388,4396,329,11,2024-04-09,MG,Site Próprio,3,1,209.09,0.0902,139.55,Concluído
2404,4423,602,52,2024-11-25,PE,Site Próprio,6,1,232.45,0.0842,115.34,Concluído
2360,4347,80,44,2024-02-09,CE,Site Próprio,1,3,202.98,0.0707,119.7,Concluído
2265,4180,352,35,2025-09-01,SP,Aplicativo,3,1,161.25,0.1782,79.44,Concluído
656,1179,362,5,2025-12-07,BA,Site Próprio,2,2,311.41,0.0721,185.65,Concluído
2295,4235,379,5,2025-12-19,PR,Marketplace,6,1,272.49,0.0877,185.65,Concluído
2428,4471,453,20,2024-10-23,SP,Aplicativo,4,1,94.18,0.231,55.18,Concluído
1576,2853,196,7,2025-04-21,SP,Marketplace,4,2,226.15,0.2336,103.55,Cancelado
1858,3405,90,12,2024-07-16,RJ,Site Próprio,1,1,559.29,0.0744,209.52,Concluído
1048,1894,455,20,2025-03-20,ES,Aplicativo,1,1,62.78,0.0574,55.18,Cancelado
1777,3250,541,17,2025-10-18,PE,Marketplace,3,1,175.37,0.1328,127.08,Concluído
2396,4410,550,24,2024-11-05,PR,Aplicativo,1,1,386.28,0.1083,217.31,Concluído
1157,2083,158,47,2025-11-24,PR,Marketplace,6,2,177.41,0.0644,89.54,Concluído
127,244,392,38,2025-09-02,SP,Site Próprio,4,3,89.99,0.1859,48.05,Concluído
1242,2249,177,30,2025-02-14,SP,Aplicativo,4,1,331.74,0.2284,145.7,Concluído
857,1556,585,17,2024-12-05,DF,Site Próprio,4,1,237.27,0.15,127.08,Cancelado
1980,3640,225,41,2025-10-27,RJ,Marketplace,4,1,333.7,0.126,180.53,Concluído
1977,3637,549,5,2025-05-14,SP,Marketplace,5,1,233.56,0.2116,185.65,Concluído
1,1,389,29,2025-12-01,SP,Site Próprio,2,1,123.22,0.2306,78.75,Concluído
400,719,321,12,2025-12-25,SP,Marketplace,1,3,559.29,0.2143,209.52,Cancelado
1891,3466,624,27,2025-06-01,SP,Site Próprio,2,1,226.76,0.1802,88.49,Concluído
601,1086,399,43,2025-06-26,SC,Site Próprio,3,1,353.54,0.069,182.69,Cancelado
1388,2514,30,43,2025-11-12,RJ,Marketplace,1,1,451.75,0.1015,182.69,Concluído
1802,3295,511,8,2025-01-14,BA,Marketplace,5,1,53.48,0.0636,43.6,Concluído
331,601,602,46,2025-12-09,PE,Marketplace,5,1,105.04,0.0354,81.26,Concluído
392,702,547,51,2024-10-08,SP,Marketplace,1,1,306.97,0.1834,201.19,Concluído
2130,3923,527,52,2025-11-17,SP,Marketplace,3,1,232.45,0.2062,115.34,Cancelado
95,184,130,6,2025-09-15,SP,Site Próprio,3,1,56.27,0.2193,52.6,Concluído
1169,2104,47,41,2025-01-05,SP,Marketplace,4,1,392.59,0.2138,180.53,Concluído
2423,4464,203,13,2025-11-14,MG,Marketplace,4,1,140.67,0.0911,77.45,Concluído
835,1515,146,37,2024-07-14,DF,Site Próprio,6,1,95.85,0.0887,61.9,Concluído
1313,2380,296,2,2025-05-19,DF,Site Próprio,5,1,358.37,0.0796,137.72,Concluído
805,1459,164,34,2025-01-24,BA,Site Próprio,2,2,82.95,0.0496,37.12,Concluído
587,1061,301,6,2025-11-04,RS,Marketplace,3,1,67.52,0.0334,52.6,Concluído
663,1194,476,40,2025-12-22,AM,Site Próprio,3,1,98.32,0.0776,53.25,Cancelado
423,768,340,23,2025-07-26,BA,Marketplace,3,1,65.43,,43.89,Concluído
1074,1936,379,6,2025-11-24,PR,Marketplace,2,1,79.76,0.038,52.6,Concluído
2461,4533,610,38,2025-06-18,SC,Site Próprio,4,1,95.07,0.0851,48.05,Concluído
1711,3115,469,5,2025-09-18,SP,Site Próprio,2,2,272.49,0.1634,185.65,Concluído
2084,3836,61,31,2025-06-09,SP,Marketplace,4,1,73.05,0.1675,39.52,Concluído
474,855,14,5,2025-10-08,DF,Site Próprio,5,1,272.49,0.0866,185.65,Concluído
264,488,82,35,2024-03-16,MG,Marketplace,5,1,119.45,0.1091,79.44,Concluído
1792,3277,140,49,2024-11-11,SP,Site Próprio,6,3,143.75,0.2272,73.39,Cancelado
1230,2224,308,20,2024-11-26,BA,Marketplace,6,1,80.05,0.1087,55.18,Concluído
1892,3469,544,6,2025-12-15,SP,Site Próprio,4,1,75.96,0.2034,52.6,Concluído
1205,2170,606,13,2025-12-26,SP,Site Próprio,4,1,154.07,0.2387,77.45,Cancelado
2218,4087,585,17,2025-08-02,DF,Marketplace,2,1,237.27,0.1869,127.08,Concluído
322,585,608,29,2024-10-27,SP,Marketplace,3,1,151.89,0.1949,78.75,Concluído
1597,2901,190,9,2024-02-10,SP,Site Próprio,5,1,239.17,0.1848,108.49,Concluído
1023,1842,586,4,2025-09-19,RJ,Site Próprio,6,2,285.23,0.0957,160.15,Concluído
2372,4363,88,1,2025-01-16,BA,Marketplace,6,1,172.33,0.1776,91.78,Concluído
2030,3740,328,7,2025-02-09,PE,Marketplace,5,1,169.61,0.0603,103.55,Concluído
932,1687,564,7,2025-12-05,DF,Site Próprio,3,3,188.46,,103.55,Concluído
1861,3409,402,42,2025-12-06,RS,Marketplace,6,1,67.22,0.0595,37.56,Concluído
224,414,202,49,2024-12-13,SP,Site Próprio,5,1,97.22,0.2221,73.39,Concluído
1763,3219,107,43,2025-04-23,MG,Marketplace,5,2,451.75,0.052,182.69,Concluído
1476,2688,486,52,2025-11-04,SP,Site Próprio,1,3,191.32,0.2112,115.34,Concluído
2153,3960,617,7,2025-03-15,BA,Aplicativo,2,1,160.19,0.0811,103.55,Concluído
1761,3213,184,15,2025-08-26,SP,Marketplace,5,1,50.56,0.1868,22.05,Concluído
2226,4101,234,29,2025-11-23,MG,Site Próprio,5,1,122.95,0.0554,78.75,Concluído
702,1264,520,5,2025-07-18,SP,Marketplace,1,1,272.49,,185.65,Concluído
2429,4475,380,28,2024-10-09,SP,Site Próprio,5,1,223.27,0.1635,142.78,Concluído
17,37,474,4,2025-03-25,RS,Marketplace,1,1,201.22,0.0989,160.15,Concluído
1718,3133,559,16,2024-08-13,SC,Site Próprio,6,1,289.82,0.0682,150.82,Cancelado
325,590,1,29,2024-11-15,SC,Site Próprio,6,2,96.44,0.0317,78.75,Concluído
2609,4802,83,6,2024-11-12,DF,Marketplace,6,2,68.37,0.0837,52.6,Concluído
2011,3702,177,22,2025-08-22,SP,Marketplace,3,1,252.98,0.2312,88.13,Concluído
366,659,123,46,2025-11-07,RJ,Marketplace,4,2,105.04,0.1078,81.26,Concluído
1999,3679,514,42,2024-12-11,MS,Aplicativo,6,1,67.22,0.109,37.56,Concluído
9,21,587,8,2025-04-27,RS,Marketplace,3,1,41.95,0.089,43.6,Concluído
617,1115,83,5,2025-05-23,DF,Aplicativo,3,1,173.01,0.0968,185.65,Concluído
2158,3975,73,5,2024-08-10,SP,Site Próprio,1,3,311.41,0.1964,185.65,Concluído
1192,2146,253,8,2024-03-08,RJ,Aplicativo,1,3,53.48,0.124,43.6,Concluído
744,1345,476,45,2024-04-15,AM,Site Próprio,5,1,61.99,0.089,39.57,Concluído
297,541,614,36,2025-01-19,SP,Marketplace,1,1,105.65,,66.1,Concluído
705,1269,494,40,2025-02-08,MA,Site Próprio,4,1,133.02,0.0591,53.25,Concluído
854,1550,494,7,2024-04-26,MA,Marketplace,2,1,216.73,0.0335,103.55,Concluído
970,1748,497,51,2025-09-10,PE,Marketplace,6,3,280.89,0.0404,201.19,Concluído
622,1122,579,22,2025-07-17,SP,Marketplace,3,1,178.47,0.2345,88.13,Concluído
1477,2689,407,33,2025-08-20,MG,Site Próprio,3,3,153.87,0.067,122.16,Concluído
320,581,210,11,2025-07-26,MG,Site Próprio,5,1,163.99,0.0548,139.55,Concluído
649,1164,395,19,2025-03-02,RJ,Site Próprio,2,1,451.51,0.1149,137.57,Concluído
1080,1948,392,8,2025-02-11,SP,Marketplace,5,1,72.36,0.1917,43.6,Concluído
2549,4693,242,31,2024-12-26,SP,Site Próprio,3,1,68.99,0.2343,39.52,Concluído
259,480,11,31,2024-05-18,SP,Marketplace,5,1,51.1,0.2171,39.52,Concluído
1610,2927,387,1,2025-07-02,SC,Site Próprio,1,2,139.5,0.1901,91.78,Concluído
883,1603,345,35,2024-12-06,MG,Site Próprio,6,2,138.22,0.0483,79.44,Cancelado
31,64,564,10,2025-11-23,DF,Site Próprio,1,1,176.69,0.0933,120.42,Concluído
1289,2336,491,6,2025-08-04,RJ,Site Próprio,5,1,59.08,0.127,52.6,Concluído
691,1243,354,49,2025-04-21,RS,Marketplace,2,1,78.7,0.0505,73.39,Concluído
2002,3685,582,26,2025-11-06,BA,Aplicativo,6,1,292.23,0.0865,164.45,Concluído
135,260,167,38,2025-07-13,SP,Marketplace,4,1,78.25,0.1781,48.05,Concluído
394,706,298,37,2025-10-22,CE,Marketplace,5,1,106.5,0.0921,61.9,Concluído
2532,4668,583,8,2025-03-05,SP,Marketplace,3,1,72.36,0.1886,43.6,Concluído
239,440,549,31,2025-05-20,SP,Site Próprio,3,1,54.11,0.2142,39.52,Concluído
1846,3382,559,30,2025-06-09,SC,Site Próprio,2,1,331.74,0.0348,145.7,Concluído
1446,2639,320,40,2024-12-10,SP,Marketplace,6,2,138.8,0.1617,53.25,Concluído
512,925,269,5,2024-11-02,RJ,Marketplace,3,2,220.58,0.0987,185.65,Concluído
2510,4631,43,17,2024-04-15,SP,Marketplace,1,1,185.69,0.3043,127.08,Concluído
982,1766,298,52,2025-01-24,CE,Site Próprio,6,1,258.28,0.1058,115.34,Concluído
938,1697,599,28,2025-10-07,SC,Site Próprio,3,3,302.07,0.0919,142.78,Concluído
1493,2715,196,36,2024-02-05,SP,Site Próprio,1,2,149.15,,66.1,Concluído
2405,4427,342,35,2025-03-13,RS,Aplicativo,6,2,176.61,0.057,79.44,Concluído
1436,2615,533,46,2025-08-16,BA,Site Próprio,5,1,181.19,0.0303,81.26,Concluído
768,1392,52,12,2025-06-23,SP,Marketplace,3,1,535.99,0.2141,209.52,Concluído
324,588,617,18,2024-11-13,BA,Site Próprio,1,1,408.21,0.0614,173.9,Concluído
424,769,605,47,2025-03-22,PE,Marketplace,4,1,169.65,0.0821,89.54,Concluído
2035,3753,174,17,2025-12-17,MS,Site Próprio,6,1,247.58,0.2141,127.08,Concluído
2247,4145,646,16,2025-07-06,SP,Marketplace,3,1,289.82,0.2015,150.82,Concluído
1910,3507,28,14,2025-06-21,ES,Marketplace,1,2,210.64,0.0881,105.23,Concluído
734,1324,539,1,2024-03-12,MT,Site Próprio,5,1,172.33,0.1957,91.78,Concluído
1739,3173,107,39,2024-09-22,MG,Site Próprio,4,1,598.55,0.0465,144.85,Concluído
1408,2558,161,4,2024-05-15,RJ,Site Próprio,6,1,230.9,0.107,160.15,Concluído
353,638,57,14,2024-10-17,RS,Marketplace,3,1,122.11,0.0831,105.23,Concluído
1603,2912,482,17,2024-03-09,SP,Marketplace,4,1,185.69,0.3427,127.08,Concluído
1311,2374,276,26,2025-11-14,SC,Site Próprio,6,1,309.42,0.0898,164.45,Concluído
1396,2530,84,19,2025-11-21,GO,Marketplace,5,1,431.76,0.0749,137.57,Cancelado
624,1126,54,31,2024-07-10,SP,Aplicativo,1,1,68.99,0.2195,39.52,Concluído
