ID_Pedido,ID_Item,ID_Cliente,ID_Produto,Estado_Extenso,Canal,ID_Vendedor,Qtd,Preco_Unit,Custo_Unit,Status,Data_Venda_BR,Desconto_Reais
1138,2048,514,4,Mato Grosso do Sul,Site Próprio,1,1,201.22,160.15,Concluído,24/11/2024,6.98
1007,1809,390,47,São Paulo,Marketplace,3,1,209.56,89.54,Concluído,05/09/2024,43.82
1439,2621,179,25,São Paulo,Marketplace,4,1,29.07,16.13,Concluído,13/08/2024,6.76
2407,4431,396,35,Santa Catarina,Marketplace,3,1,138.22,79.44,Concluído,09/11/2025,8.82
1051,1899,357,12,São Paulo,Marketplace,5,1,535.99,209.52,Concluído,24/03/2025,106.34
1025,1847,291,14,Pernambuco,Site Próprio,6,1,155.69,105.23,Cancelado,11/12/2025,16.52
2361,4348,434,5,São Paulo,Site Próprio,6,1,259.51,185.65,Concluído,26/08/2024,50.16
486,876,403,42,São Paulo,Site Próprio,2,1,70.58,37.56,Concluído,07/11/2025,15.39
50,104,572,5,Minas Gerais,Site Próprio,6,1,230.68,185.65,Concluído,15/03/2024,7.61
1911,3511,91,34,São Paulo,Site Próprio,5,1,78.34,37.12,Concluído,23/07/2024,16.37
1356,2459,445,1,Rio de Janeiro,Marketplace,3,1,139.5,91.78,Concluído,03/05/2025,32.74
2091,3852,189,14,Santa Catarina,Site Próprio,4,1,183.17,105.23,Concluído,23/12/2024,16.14
1766,3227,522,6,São Paulo,Marketplace,6,3,64.57,52.6,Concluído,06/11/2025,32.95
333,605,268,32,São Paulo,Site Próprio,4,1,201.39,130.06,Concluído,19/09/2025,34.26
546,989,239,3,Rio de Janeiro,Aplicativo,2,2,36.49,26.91,Concluído,21/10/2025,5.4
685,1234,177,26,São Paulo,Site Próprio,6,2,360.99,164.45,Concluído,06/12/2025,117.97
33,67,235,17,Rio de Janeiro,Site Próprio,6,1,152.83,127.08,Concluído,25/12/2025,27.75
789,1434,255,38,Rio de Janeiro,Marketplace,4,2,126.77,48.05,Concluído,25/06/2025,37.3
208,385,559,1,Santa Catarina,Site Próprio,6,1,172.33,91.78,Concluído,05/01/2025,31.21
493,894,506,15,Bahia,Site Próprio,2,2,32.1,22.05,Concluído,14/04/2025,3.66
27,57,517,37,São Paulo,Aplicativo,4,2,78.89,61.9,Concluído,25/08/2025,34.59
397,712,360,7,Ceará,Marketplace,5,1,169.61,103.55,Concluído,22/05/2025,8.92
1310,2373,582,29,Bahia,Marketplace,3,3,122.95,78.75,Concluído,19/10/2025,40.2
1182,2127,487,38,Paraná,Marketplace,2,1,105.64,48.05,Concluído,22/06/2024,3.76
1422,2589,647,16,Rio Grande do Sul,Marketplace,5,1,214.68,150.82,Concluído,26/04/2025,12.26
189,356,124,13,São Paulo,Marketplace,2,1,160.77,77.45,Concluído,19/04/2025,29.24
1023,1843,586,37,Rio de Janeiro,Site Próprio,6,1,111.83,61.9,Concluído,19/09/2025,13.67
1328,2408,604,31,São Paulo,Marketplace,3,1,51.1,39.52,Concluído,18/03/2025,9.91
563,1019,257,1,Minas Gerais,Site Próprio,3,1,121.57,91.78,Concluído,05/12/2025,16.01
729,1315,385,34,Distrito Federal,Site Próprio,5,2,92.16,37.12,Concluído,01/04/2024,9.49
1804,3297,349,8,São Paulo,Marketplace,4,1,56.63,43.6,Concluído,09/09/2025,11.69
1631,2964,334,51,Ceará,Aplicativo,5,3,227.38,201.19,Concluído,13/11/2025,27.15
161,308,27,14,São Paulo,Site Próprio,1,1,135.68,105.23,Cancelado,24/08/2024,23.69
451,814,494,36,Maranhão,Marketplace,6,1,142.94,66.1,Concluído,04/11/2024,9.81
21,42,585,53,Distrito Federal,Site Próprio,6,1,271.28,152.79,Concluído,10/01/2025,7.35
2365,4353,107,50,Minas Gerais,Site Próprio,5,1,232.08,118.05,Concluído,07/05/2025,20.93
775,1406,87,5,São Paulo,Marketplace,4,1,259.51,185.65,Concluído,21/07/2025,52.11
1882,3452,174,1,Mato Grosso do Sul,Site Próprio,4,1,196.94,91.78,Concluído,15/01/2025,27.26
930,1682,37,52,Paraná,Marketplace,4,3,172.19,115.34,Cancelado,01/09/2025,18.6
489,883,637,5,São Paulo,Marketplace,3,2,220.58,185.65,Concluído,05/04/2025,74.34
1866,3418,315,40,Mato Grosso do Sul,Marketplace,4,1,138.8,53.25,Concluído,01/04/2024,6.02
390,699,98,1,Bahia,Site Próprio,1,1,121.57,91.78,Concluído,07/11/2025,15.77
2604,4794,19,14,São Paulo,Marketplace,2,1,192.33,105.23,Concluído,19/12/2025,42.02
2051,3777,298,28,Ceará,Site Próprio,6,1,262.67,142.78,Concluído,09/04/2025,28.24
1140,2052,187,22,Mato Grosso do Sul,Marketplace,3,1,151.7,88.13,Concluído,21/07/2024,16.64
1989,3659,410,5,Bahia,Marketplace,3,1,220.58,185.65,Concluído,06/03/2025,23.98
115,216,585,6,Distrito Federal,Aplicativo,5,1,87.36,52.6,Concluído,17/10/2025,8.09
1666,3025,253,45,Rio de Janeiro,Aplicativo,6,2,61.99,39.57,Concluído,09/03/2025,11.68
1193,2147,298,17,Ceará,Marketplace,4,1,206.32,127.08,Concluído,27/11/2024,38.44
2166,3989,224,5,Santa Catarina,Aplicativo,5,1,233.56,185.65,Concluído,26/08/2024,12.15
1863,3412,447,35,Rio de Janeiro,Marketplace,4,1,138.22,79.44,Concluído,17/12/2025,19.75
1372,2483,639,6,Distrito Federal,Site Próprio,4,1,91.16,52.6,Concluído,24/05/2025,7.11
757,1371,396,49,Santa Catarina,Marketplace,5,1,112.5,73.39,Concluído,14/04/2025,9.84
864,1567,568,24,Bahia,Aplicativo,6,1,454.45,217.31,Concluído,20/09/2024,32.72
1216,2193,190,9,São Paulo,Marketplace,2,1,239.17,108.49,Concluído,19/12/2025,45.06
1816,3321,516,23,Rio de Janeiro,Site Próprio,4,1,48.47,43.89,Concluído,06/11/2025,10.46
2632,4851,137,9,Rio de Janeiro,Site Próprio,6,2,273.34,108.49,Concluído,01/08/2024,55.71
2620,4824,444,8,Rio de Janeiro,Site Próprio,5,1,56.63,43.6,Concluído,23/07/2024,4.19
1975,3633,397,15,São Paulo,Site Próprio,3,2,55.38,22.05,Concluído,13/03/2025,17.99
835,1517,146,1,Distrito Federal,Site Próprio,6,2,147.71,91.78,Concluído,14/07/2024,49.81
1515,2749,621,45,Paraná,Site Próprio,2,1,62.12,39.57,Concluído,04/11/2024,4.53
1382,2504,551,3,São Paulo,Site Próprio,2,2,57.96,26.91,Concluído,09/10/2024,27.37
1676,3045,83,8,Distrito Federal,Site Próprio,2,2,56.63,43.6,Concluído,17/05/2025,3.14
983,1767,571,45,Santa Catarina,Aplicativo,2,1,76.57,39.57,Concluído,23/09/2025,7.53
1214,2187,548,5,Mato Grosso,Site Próprio,3,3,272.49,185.65,Concluído,16/04/2024,51.01
2552,4698,198,32,São Paulo,Marketplace,1,1,312.66,130.06,Concluído,24/06/2025,73.19
1810,3309,494,37,Maranhão,Site Próprio,5,1,122.48,61.9,Concluído,10/11/2024,9.86
2048,3773,491,6,Rio de Janeiro,Marketplace,2,1,79.76,52.6,Cancelado,11/11/2025,9.32
573,1038,438,47,Minas Gerais,Marketplace,1,1,209.56,89.54,Concluído,06/07/2024,18.29
1344,2438,39,47,Goiás,Site Próprio,4,2,147.84,89.54,Concluído,09/10/2025,29.39
1652,3000,326,14,Paraná,Site Próprio,4,1,155.69,105.23,Concluído,14/04/2025,10.34
833,1511,390,47,São Paulo,Marketplace,1,1,209.56,89.54,Concluído,09/12/2024,40.4
223,412,372,25,Bahia,Site Próprio,4,2,21.53,16.13,Concluído,16/08/2025,2.82
2012,3705,202,30,São Paulo,Site Próprio,4,1,331.74,145.7,Concluído,07/11/2024,71.56
1889,3461,620,45,São Paulo,Marketplace,2,2,87.51,39.57,Concluído,16/11/2024,29.39
724,1302,161,8,Rio de Janeiro,Site Próprio,4,1,39.62,43.6,Concluído,18/06/2025,3.8
1783,3260,92,13,Rio Grande do Sul,Marketplace,6,1,113.88,77.45,Cancelado,24/09/2024,3.42
720,1297,105,23,Mato Grosso do Sul,Marketplace,5,1,65.43,43.89,Concluído,06/05/2025,13.14
1841,3373,492,29,Paraná,Site Próprio,1,1,151.89,78.75,Concluído,20/01/2025,13.94
1814,3317,230,15,São Paulo,Marketplace,6,1,55.38,22.05,Concluído,08/12/2025,11.28
2092,3853,28,3,Espírito Santo,Site Próprio,5,2,66.65,26.91,Concluído,06/03/2024,14.1
2102,3871,148,33,São Paulo,Site Próprio,5,1,196.19,122.16,Concluído,03/10/2025,34.86
2292,4228,244,7,São Paulo,Marketplace,1,1,160.19,103.55,Concluído,10/11/2025,31.0
1405,2550,311,18,São Paulo,Marketplace,6,2,745.59,173.9,Concluído,10/02/2025,246.64
2572,4737,433,34,Espírito Santo,Marketplace,4,1,96.77,37.12,Concluído,02/11/2025,7.4
419,759,295,20,Bahia,Site Próprio,1,1,62.78,55.18,Concluído,03/12/2025,5.82
1308,2368,311,44,São Paulo,Aplicativo,4,2,259.36,119.7,Concluído,11/11/2024,115.0
1368,2477,557,29,Mato Grosso do Sul,Site Próprio,6,1,151.89,78.75,Concluído,11/03/2025,13.97
1856,3401,607,52,Rio de Janeiro,Marketplace,3,1,309.94,115.34,Concluído,22/12/2025,27.96
730,1318,531,5,São Paulo,Site Próprio,6,2,192.23,185.65,Concluído,13/12/2025,90.54
1747,3185,352,12,São Paulo,Marketplace,6,2,489.38,209.52,Concluído,22/12/2024,226.0
35,74,2,32,Rio Grande do Sul,Marketplace,3,1,201.39,130.06,Concluído,12/11/2024,15.83
12,26,405,44,São Paulo,Site Próprio,2,2,200.47,119.7,Concluído,17/11/2024,91.21
1852,3396,571,13,Santa Catarina,Site Próprio,5,1,140.67,77.45,Concluído,10/06/2025,7.72
625,1127,617,25,Bahia,Site Próprio,4,2,29.07,16.13,Concluído,05/05/2025,2.31
630,1140,47,11,São Paulo,Marketplace,6,1,245.98,139.55,Concluído,14/04/2025,58.76
275,506,415,31,São Paulo,Site Próprio,3,1,51.1,39.52,Concluído,12/11/2024,11.63
861,1561,110,25,São Paulo,Site Próprio,1,1,29.07,16.13,Concluído,19/11/2024,5.86
2155,3966,460,6,São Paulo,Site Próprio,5,1,79.76,52.6,Concluído,20/09/2024,16.74
2605,4796,12,32,Distrito Federal,Marketplace,5,1,271.88,130.06,Concluído,20/11/2024,15.66
1873,3431,632,2,São Paulo,Aplicativo,6,1,412.13,137.72,Concluído,09/04/2025,94.42
621,1121,318,51,Pernambuco,Aplicativo,4,1,227.38,201.19,Concluído,20/04/2025,8.85
615,1113,196,48,São Paulo,Marketplace,2,1,239.53,66.62,Concluído,20/02/2025,52.84
324,587,617,16,Bahia,Site Próprio,1,2,173.79,150.82,Concluído,13/11/2024,17.0
332,602,599,35,Santa Catarina,Site Próprio,2,1,176.61,79.44,Concluído,05/08/2025,16.21
337,612,494,8,Maranhão,Marketplace,2,1,53.6,43.6,Concluído,25/03/2025,5.36
1748,3187,629,48,São Paulo,Site Próprio,2,1,177.43,66.62,Concluído,04/12/2025,40.15
1366,2474,305,49,São Paulo,Marketplace,6,1,106.25,73.39,Concluído,17/12/2024,24.2
1479,2697,457,23,São Paulo,Marketplace,1,1,80.83,43.89,Concluído,11/09/2025,26.88
604,1090,177,1,São Paulo,Site Próprio,6,1,172.33,91.78,Concluído,06/11/2025,45.94
1509,2738,188,5,Espírito Santo,Marketplace,3,1,220.58,185.65,Concluído,21/08/2025,15.51
846,1536,350,43,Paraná,Marketplace,4,1,353.54,182.69,Concluído,16/12/2024,20.36
776,1409,579,11,São Paulo,Marketplace,4,1,245.98,139.55,Concluído,10/11/2025,43.86
1436,2614,533,8,Bahia,Site Próprio,5,3,72.36,43.6,Concluído,16/08/2025,18.52
186,349,28,18,Espírito Santo,Marketplace,4,1,552.29,173.9,Concluído,16/08/2025,44.63
490,886,28,4,Espírito Santo,Site Próprio,5,1,312.39,160.15,Cancelado,20/05/2025,33.11
2603,4791,1,1,Santa Catarina,Site Próprio,4,2,147.71,91.78,Concluído,23/11/2025,41.51
2391,4403,343,33,Espírito Santo,Marketplace,1,3,242.35,122.16,Concluído,01/09/2024,57.15
433,783,564,41,Distrito Federal,Site Próprio,4,1,392.59,180.53,Concluído,25/10/2025,35.73
2459,4530,214,2,Paraná,Site Próprio,3,2,412.13,137.72,Concluído,02/01/2025,45.42
2053,3781,167,53,São Paulo,Marketplace,3,2,318.47,152.79,Cancelado,27/11/2025,115.54
348,630,322,36,Ceará,Site Próprio,5,2,130.51,66.1,Concluído,03/05/2025,12.71
2133,3930,593,45,Bahia,Site Próprio,6,1,61.99,39.57,Concluído,12/12/2024,5.1
2611,4805,508,8,São Paulo,Marketplace,6,1,72.36,43.6,Concluído,09/02/2025,13.23
1404,2549,603,8,Rio Grande do Sul,Aplicativo,5,1,53.48,43.6,Concluído,21/11/2024,2.32
1921,3522,432,17,Ceará,Site Próprio,5,1,206.32,127.08,Concluído,07/12/2025,42.77
1355,2458,308,14,Bahia,Site Próprio,1,1,155.69,105.23,Concluído,01/12/2025,7.46
221,409,198,31,São Paulo,Marketplace,6,3,69.14,39.52,Concluído,25/10/2025,46.09
1850,3392,350,49,Paraná,Site Próprio,1,1,112.5,73.39,Concluído,02/01/2025,9.47
84,165,63,20,Rio Grande do Sul,Aplicativo,1,3,69.76,55.18,Concluído,06/07/2025,21.2
1786,3266,224,47,Santa Catarina,Marketplace,3,3,179.63,89.54,Concluído,08/04/2025,57.77
2455,4521,9,12,Distrito Federal,Marketplace,5,1,396.16,209.52,Concluído,04/09/2025,21.51
1289,2337,491,44,Rio de Janeiro,Site Próprio,5,2,175.41,119.7,Concluído,04/08/2025,32.06
1131,2039,649,5,Paraná,Marketplace,2,1,272.49,185.65,Concluído,14/11/2025,27.55
1091,1970,465,16,Rio Grande do Sul,Marketplace,1,1,289.82,150.82,Concluído,22/07/2025,21.27
908,1650,323,21,Minas Gerais,Site Próprio,2,1,107.92,94.68,Concluído,17/08/2025,4.32
1990,3661,211,5,Espírito Santo,Marketplace,1,1,220.58,185.65,Cancelado,01/07/2025,18.18
1339,2427,150,51,São Paulo,Site Próprio,2,2,325.02,201.19,Concluído,27/10/2025,130.33
603,1088,38,21,Bahia,Site Próprio,5,1,179.97,94.68,Concluído,27/11/2025,9.3
2573,4740,610,13,Santa Catarina,Site Próprio,4,1,120.58,77.45,Cancelado,24/11/2025,9.72
2180,4021,24,15,Distrito Federal,Marketplace,5,1,48.15,22.05,Concluído,04/11/2024,2.8
1723,3140,78,5,Amazonas,Site Próprio,1,1,233.56,185.65,Concluído,04/12/2024,12.89
1999,3678,514,6,Mato Grosso do Sul,Aplicativo,6,1,75.96,52.6,Concluído,11/12/2024,4.34
2199,4053,318,40,Pernambuco,Site Próprio,2,1,98.32,53.25,Concluído,03/08/2025,3.75
975,1755,391,47,Rio de Janeiro,Site Próprio,5,1,147.84,89.54,Concluído,09/07/2025,14.8
153,295,104,13,São Paulo,Aplicativo,6,1,114.13,77.45,Concluído,08/12/2025,24.94
2628,4843,326,44,Paraná,Aplicativo,3,2,191.7,119.7,Cancelado,07/11/2024,34.12
534,966,287,21,Minas Gerais,Site Próprio,5,2,205.68,94.68,Concluído,08/12/2024,17.94
1016,1823,449,5,São Paulo,Site Próprio,4,1,173.01,185.65,Concluído,16/10/2024,40.78
1056,1910,117,36,Pernambuco,Marketplace,3,1,105.88,66.1,Concluído,23/12/2025,3.54
1606,2915,437,31,Rio de Janeiro,Marketplace,2,1,97.39,39.52,Concluído,08/05/2025,8.34
1579,2861,398,6,Ceará,Marketplace,2,1,75.96,52.6,Concluído,25/12/2025,4.14
1904,3497,523,38,São Paulo,Marketplace,6,1,105.64,48.05,Concluído,05/03/2025,20.46
1306,2364,291,27,Pernambuco,Aplicativo,5,1,192.75,88.49,Concluído,07/11/2025,16.56
289,529,457,42,São Paulo,Marketplace,4,2,52.28,37.56,Concluído,20/09/2024,24.47
1757,3203,481,50,Distrito Federal,Marketplace,3,1,171.54,118.05,Concluído,08/09/2024,6.47
1766,3226,522,36,São Paulo,Marketplace,6,1,105.65,66.1,Concluído,06/11/2025,17.12
1090,1969,211,41,Espírito Santo,Site Próprio,5,1,333.7,180.53,Concluído,14/08/2025,23.56
1237,2238,440,49,Bahia,Site Próprio,3,1,131.25,73.39,Concluído,27/11/2025,13.81
13,28,192,13,Paraná,Aplicativo,2,1,99.24,77.45,Concluído,10/07/2024,9.91
2072,3809,108,38,Rio Grande do Sul,Site Próprio,1,2,110.92,48.05,Concluído,09/06/2025,18.86
924,1674,219,51,Goiás,Aplicativo,5,2,433.37,201.19,Concluído,03/03/2025,64.31
144,275,115,5,Minas Gerais,Marketplace,5,1,173.01,185.65,Concluído,26/12/2025,10.05
595,1073,483,4,Minas Gerais,Site Próprio,1,3,230.9,160.15,Concluído,09/12/2025,24.8
596,1075,347,5,Mato Grosso do Sul,Site Próprio,5,3,201.84,185.65,Concluído,11/12/2024,36.03
1972,3629,530,17,São Paulo,Site Próprio,5,1,175.37,127.08,Concluído,01/05/2024,47.86
2252,4152,321,1,São Paulo,Marketplace,5,1,196.94,91.78,Concluído,21/08/2025,58.55
2014,3709,546,32,São Paulo,Site Próprio,3,1,231.1,130.06,Concluído,20/10/2024,51.63
2341,4317,115,42,Minas Gerais,Marketplace,3,1,60.49,37.56,Concluído,12/02/2025,3.57
1271,2303,545,45,Santa Catarina,Site Próprio,6,3,72.93,39.57,Cancelado,07/12/2025,10.87
1847,3383,312,41,Rio Grande do Sul,Marketplace,6,2,392.59,180.53,Concluído,04/09/2025,79.85
2285,4212,450,5,Minas Gerais,Marketplace,2,1,259.51,185.65,Concluído,22/11/2025,9.78
716,1291,350,29,Paraná,Aplicativo,3,1,130.19,78.75,Concluído,19/11/2025,9.79
323,586,86,20,Rio Grande do Sul,Marketplace,3,2,62.78,55.18,Concluído,22/10/2025,4.17
464,838,66,5,São Paulo,Marketplace,2,1,192.23,185.65,Concluído,18/05/2025,38.33
397,711,360,1,Ceará,Marketplace,5,1,147.71,91.78,Concluído,22/05/2025,25.21
2301,4244,188,39,Espírito Santo,Marketplace,5,1,442.41,144.85,Concluído,16/12/2025,27.47
1436,2616,533,38,Bahia,Site Próprio,5,1,121.48,48.05,Concluído,16/08/2025,5.59
695,1251,259,25,Minas Gerais,Site Próprio,4,1,21.53,16.13,Concluído,10/11/2025,1.32
2237,4120,131,5,Bahia,Aplicativo,3,1,259.51,185.65,Concluído,04/02/2025,23.72
1633,2966,230,28,São Paulo,Marketplace,6,1,302.07,142.78,Concluído,12/06/2025,67.72
792,1438,585,1,Distrito Federal,Marketplace,3,1,188.74,91.78,Concluído,09/12/2025,24.54
1964,3605,112,13,São Paulo,Site Próprio,5,2,113.88,77.45,Concluído,23/10/2025,47.1
855,1554,79,28,Bahia,Site Próprio,1,1,175.11,142.78,Concluído,16/04/2024,9.51
451,817,494,6,Maranhão,Marketplace,6,1,87.36,52.6,Concluído,04/11/2024,2.89
692,1244,311,29,São Paulo,Site Próprio,2,1,166.35,78.75,Concluído,25/05/2025,35.1
2029,3739,168,19,São Paulo,Site Próprio,1,3,584.14,137.57,Concluído,12/10/2025,294.41
528,958,426,10,São Paulo,Site Próprio,5,1,150.19,120.42,Concluído,17/08/2025,30.53
160,303,576,36,São Paulo,Site Próprio,6,2,82.86,66.1,Concluído,25/11/2024,29.91
1438,2620,323,8,Minas Gerais,Site Próprio,3,1,53.48,43.6,Concluído,01/03/2025,4.95
2538,4679,49,42,Rio Grande do Sul,Marketplace,6,1,70.58,37.56,Concluído,21/03/2025,2.4
2067,3803,168,25,São Paulo,Site Próprio,2,1,39.32,16.13,Concluído,19/06/2024,6.64
1470,2679,395,29,Rio de Janeiro,Site Próprio,6,1,173.58,78.75,Concluído,02/11/2024,14.36
1373,2486,636,29,São Paulo,Aplicativo,1,1,151.89,78.75,Concluído,09/11/2024,25.7
2599,4784,481,7,Distrito Federal,Marketplace,4,2,160.19,103.55,Concluído,16/09/2025,6.95
1916,3516,307,4,Paraná,Aplicativo,2,1,230.9,160.15,Concluído,25/06/2025,19.23
589,1064,422,45,São Paulo,Marketplace,4,1,45.92,39.57,Concluído,10/03/2025,9.06
485,873,352,9,São Paulo,Site Próprio,5,1,239.17,108.49,Concluído,27/09/2024,42.72
2592,4772,494,28,Maranhão,Site Próprio,4,1,302.07,142.78,Concluído,06/05/2024,29.15
1557,2820,329,1,Minas Gerais,Site Próprio,2,1,139.5,91.78,Concluído,25/02/2025,22.03
2072,3810,108,31,Rio Grande do Sul,Site Próprio,1,1,85.22,39.52,Concluído,09/06/2025,3.6
526,953,342,3,Rio Grande do Sul,Site Próprio,6,1,66.65,26.91,Concluído,20/12/2024,3.23
80,160,390,5,São Paulo,Marketplace,5,3,201.84,185.65,Concluído,08/10/2024,117.77
500,907,105,25,Mato Grosso do Sul,Site Próprio,3,1,21.53,16.13,Concluído,01/02/2025,1.86
511,924,390,20,São Paulo,Site Próprio,1,2,98.88,55.18,Concluído,07/11/2025,40.74
1528,2771,187,25,Mato Grosso do Sul,Marketplace,5,1,29.07,16.13,Concluído,04/10/2025,1.52
29,60,616,44,São Paulo,Site Próprio,1,1,175.41,119.7,Concluído,13/05/2025,38.03
1609,2923,554,6,Rio Grande do Sul,Site Próprio,5,1,50.64,52.6,Concluído,14/07/2025,4.14
2436,4488,486,36,São Paulo,Site Próprio,4,1,124.29,66.1,Concluído,22/10/2025,27.79
2513,4636,390,37,São Paulo,Marketplace,5,2,111.83,61.9,Concluído,15/08/2024,50.41
1094,1976,219,12,Goiás,Site Próprio,6,1,559.29,209.52,Concluído,01/12/2024,32.16
11,24,511,22,Bahia,Aplicativo,3,1,151.7,88.13,Concluído,22/04/2024,7.65
2065,3801,321,5,São Paulo,Site Próprio,5,1,311.41,185.65,Concluído,02/01/2025,53.0
1441,2626,429,13,Rio de Janeiro,Site Próprio,1,1,160.77,77.45,Concluído,17/03/2025,14.65
380,684,169,27,São Paulo,Site Próprio,4,1,192.75,88.49,Cancelado,18/11/2024,40.57
1686,3064,33,10,Minas Gerais,Site Próprio,4,1,274.31,120.42,Concluído,26/11/2025,22.16
1320,2395,321,5,São Paulo,Site Próprio,5,1,311.41,185.65,Concluído,17/12/2025,60.23
2276,4198,346,12,São Paulo,Site Próprio,3,1,559.29,209.52,Concluído,05/03/2024,122.71
1189,2141,579,26,São Paulo,Marketplace,3,3,343.8,164.45,Concluído,02/05/2025,244.44
1142,2057,597,21,São Paulo,Aplicativo,3,1,154.26,94.68,Concluído,11/12/2024,32.95
1483,2703,356,47,Rio de Janeiro,Marketplace,5,1,199.58,89.54,Concluído,27/05/2025,25.29
120,229,199,17,São Paulo,Site Próprio,3,3,129.91,127.08,Concluído,13/10/2025,124.01
265,490,132,5,Minas Gerais,Site Próprio,4,1,192.23,185.65,Concluído,19/06/2025,19.3
687,1238,230,4,São Paulo,Site Próprio,1,2,231.4,160.15,Concluído,22/06/2025,81.87
459,830,73,43,São Paulo,Aplicativo,1,1,349.18,182.69,Concluído,24/02/2025,75.98
2269,4185,490,5,São Paulo,Marketplace,5,1,259.51,185.65,Cancelado,03/09/2025,46.35
209,386,116,23,Paraná,Marketplace,1,3,48.47,43.89,Concluído,09/12/2024,28.97
1928,3535,292,6,São Paulo,Site Próprio,3,1,64.57,52.6,Concluído,13/10/2025,11.2
1379,2498,274,49,Rio de Janeiro,Site Próprio,6,1,125.0,73.39,Concluído,18/02/2025,11.28
1262,2284,620,5,São Paulo,Aplicativo,5,1,311.41,185.65,Concluído,26/11/2025,62.56
7,16,635,42,Minas Gerais,Site Próprio,6,1,52.28,37.56,Concluído,19/05/2024,4.22
2008,3699,96,17,Pernambuco,Site Próprio,6,1,237.27,127.08,Cancelado,22/12/2025,51.32
1734,3163,318,26,Pernambuco,Site Próprio,3,1,292.23,164.45,Concluído,08/02/2024,18.56
2610,4803,554,44,Rio Grande do Sul,Aplicativo,6,1,202.98,119.7,Concluído,05/11/2024,18.55
766,1389,206,20,Bahia,Site Próprio,4,2,80.05,55.18,Concluído,20/05/2024,7.64
2376,4369,579,12,São Paulo,Site Próprio,5,1,466.07,209.52,Concluído,03/12/2024,92.38
877,1589,82,49,Minas Gerais,Site Próprio,4,1,131.25,73.39,Concluído,25/11/2024,4.66
2631,4847,72,9,São Paulo,Site Próprio,5,2,239.17,108.49,Concluído,27/07/2024,100.02
1830,3349,501,31,Rio de Janeiro,Site Próprio,6,1,60.12,39.52,Concluído,17/05/2025,7.11
2526,4658,485,17,Rio Grande do Sul,Site Próprio,1,1,206.32,127.08,Cancelado,11/10/2025,45.49
973,1752,542,33,Rio de Janeiro,Marketplace,2,1,230.81,122.16,Concluído,01/04/2025,26.96
1790,3275,189,31,Santa Catarina,Site Próprio,5,1,81.16,39.52,Concluído,25/02/2025,5.89
639,1151,264,25,Ceará,Site Próprio,5,1,34.2,16.13,Concluído,01/08/2025,2.21
1870,3427,252,51,Rio Grande do Sul,Marketplace,5,1,325.02,201.19,Concluído,13/11/2025,30.71
726,1305,524,5,Pernambuco,Site Próprio,3,1,192.23,185.65,Cancelado,22/04/2025,13.92
683,1232,139,14,Rio Grande do Sul,Aplicativo,5,1,162.82,105.23,Concluído,12/03/2025,10.96
1512,2745,509,3,Pernambuco,Site Próprio,1,1,49.26,26.91,Concluído,04/11/2025,3.53
997,1793,26,51,São Paulo,Aplicativo,3,1,379.2,201.19,Concluído,20/03/2025,73.64
2439,4493,72,35,São Paulo,Site Próprio,1,1,161.25,79.44,Concluído,26/06/2025,34.56
705,1270,494,32,Maranhão,Site Próprio,4,2,312.66,130.06,Concluído,08/02/2025,33.7
1733,3161,202,52,São Paulo,Aplicativo,5,1,271.2,115.34,Concluído,08/11/2025,46.65
1902,3489,410,47,Bahia,Marketplace,6,2,169.65,89.54,Concluído,12/07/2025,16.42
533,964,270,19,Santa Catarina,Site Próprio,5,1,319.82,137.57,Concluído,12/05/2025,22.74
1729,3155,482,6,São Paulo,Marketplace,2,3,68.37,52.6,Concluído,09/11/2025,42.7
271,498,170,16,São Paulo,Site Próprio,1,1,173.79,150.82,Concluído,10/04/2024,38.55
187,353,315,47,Mato Grosso do Sul,Site Próprio,5,1,239.5,89.54,Concluído,07/07/2024,7.93
1022,1839,27,25,São Paulo,Marketplace,5,2,34.2,16.13,Concluído,26/08/2024,14.24
2024,3729,465,50,Rio Grande do Sul,Site Próprio,1,3,211.9,118.05,Concluído,20/10/2024,35.03
1376,2491,39,6,Goiás,Site Próprio,4,2,75.96,52.6,Concluído,16/11/2025,16.29
2,2,643,46,Rio de Janeiro,Site Próprio,3,1,99.2,81.26,Concluído,16/02/2025,8.23
149,286,385,33,Distrito Federal,Site Próprio,4,2,170.97,122.16,Concluído,11/02/2024,8.14
906,1647,171,3,São Paulo,Marketplace,3,2,49.26,26.91,Concluído,08/12/2024,22.65
434,784,357,36,São Paulo,Marketplace,3,1,105.88,66.1,Concluído,05/11/2024,18.61
1602,2909,402,24,Rio Grande do Sul,Site Próprio,2,1,454.45,217.31,Cancelado,13/12/2024,23.81
2057,3787,440,5,Bahia,Site Próprio,3,3,272.49,185.65,Concluído,19/07/2025,82.4
2483,4577,24,23,Distrito Federal,Aplicativo,1,1,76.98,43.89,Concluído,05/12/2025,10.55
1321,2397,77,18,São Paulo,Site Próprio,3,3,680.75,173.9,Concluído,18/10/2024,353.72
33,69,235,49,Rio de Janeiro,Site Próprio,6,1,92.59,73.39,Concluído,25/12/2025,7.51
218,404,32,26,Ceará,Aplicativo,1,1,229.2,164.45,Concluído,25/11/2024,8.04
1875,3435,206,24,Bahia,Site Próprio,4,2,386.28,217.31,Concluído,01/02/2024,72.47
1549,2803,427,28,Paraná,Site Próprio,3,2,223.27,142.78,Concluído,27/08/2025,33.36
